Date;Nb;Indiv;Species;Paire;Essai;Heure;Zone_T;Zone_B;Touche_T;Touche_B;Coucou;Dummy_T;Dummy_B;Dummy_BB;Paires;App_conspe;App_non_conspe;Touch_conspe;Touch_non_conspe
14/02/2023;4;146;theodorus;2;1;12:38;0;0;0;0;oui;1;1;1;2;0;0;0;0
15/02/2023;4;146;theodorus;2;2;09:19;2;0;1;0;oui;1;1;1;2;2;0;1;0
16/02/2023;4;146;theodorus;2;3;12:10;0;0;0;0;oui;1;1;1;2;0;0;0;0
14/02/2023;5;206;theodorus;2;1;11:50;4;0;0;0;oui;1;1;1;2;4;0;0;0
15/02/2023;5;206;theodorus;2;2;10:31;14;1;2;0;oui;1;1;1;2;14;1;2;0
16/02/2023;5;206;theodorus;2;3;12:00;0;2;0;0;oui;1;1;1;2;0;2;0;0
14/02/2023;6;113;theodorus;2;1;12:14;0;0;0;0;non;1;1;1;2;0;0;0;0
15/02/2023;6;113;theodorus;2;2;10:55;0;4;0;0;oui;1;1;1;2;0;4;0;0
16/02/2023;6;113;theodorus;2;3;11:20;1;0;0;0;oui;1;1;1;2;1;0;0;0
14/02/2023;7;147;theodorus;2;1;12:02;0;0;0;0;non;1;1;1;2;0;0;0;0
15/02/2023;7;147;theodorus;2;2;08:57;1;1;0;0;oui;1;1;1;2;1;1;0;0
16/02/2023;7;147;theodorus;2;3;11:10;0;0;0;0;oui;1;1;1;2;0;0;0;0
14/02/2023;8;178;theodorus;2;1;11:02;0;1;0;0;oui;1;1;1;2;0;1;0;0
15/02/2023;8;178;theodorus;2;2;09:43;15;10;1;0;oui;1;1;1;2;15;10;1;0
16/02/2023;8;178;theodorus;2;3;11:50;20;8;0;0;oui;1;1;1;2;20;8;0;0
14/02/2023;9;148;theodorus;2;1;11:14;1;0;0;0;oui;1;1;1;2;1;0;0;0
15/02/2023;9;148;theodorus;2;2;10:07;5;3;0;0;oui;1;1;1;2;5;3;0;0
16/02/2023;9;148;theodorus;2;3;12:40;1;1;0;0;oui;1;1;1;2;1;1;0;0
14/02/2023;10;204;theodorus;2;1;10:50;4;4;0;0;oui;1;1;1;2;4;4;0;0
15/02/2023;10;204;theodorus;2;2;10:19;30;20;6;1;oui;1;1;1;2;30;20;6;1
16/02/2023;10;204;theodorus;2;3;12:20;6;2;4;0;oui;1;1;1;2;6;2;4;0
17/02/2023;11;112;theodorus;2;1;10:44;15;8;0;0;oui;1;1;2;2;15;8;0;0
18/02/2023;11;112;theodorus;2;2;09:43;2;0;0;0;oui;1;1;2;2;2;0;0;0
19/02/2023;11;112;theodorus;2;3;09:35;3;0;1;0;oui;1;1;2;2;3;0;1;0
19/02/2023;12;177;theodorus;2;3;09:15;0;0;0;0;non;1;1;2;2;0;0;0;0
17/02/2023;12;177;theodorus;2;1;10:24;0;1;0;0;oui;1;1;2;2;0;1;0;0
18/02/2023;12;177;theodorus;2;2;09:33;25;16;4;1;oui;1;1;2;2;25;16;4;1
17/02/2023;13;149;theodorus;2;1;10:54;1;1;0;0;oui;1;1;2;2;1;1;0;0
18/02/2023;13;149;theodorus;2;2;09:53;1;2;0;0;oui;1;1;2;2;1;2;0;0
19/02/2023;13;149;theodorus;2;3;09:55;1;1;0;0;oui;1;1;2;2;1;1;0;0
17/02/2023;14;108;theodorus;2;1;11:04;11;5;0;0;oui;1;1;2;2;11;5;0;0
18/02/2023;14;108;theodorus;2;2;09:13;6;3;0;0;oui;1;1;2;2;6;3;0;0
19/02/2023;14;108;theodorus;2;3;09:25;14;3;0;0;oui;1;1;2;2;14;3;0;0
17/02/2023;15;111;theodorus;2;1;10:34;0;0;0;0;oui;1;1;2;2;0;0;0;0
18/02/2023;15;111;theodorus;2;2;09:23;1;0;0;0;oui;1;1;2;2;1;0;0;0
19/02/2023;15;111;theodorus;2;3;09:45;0;0;0;0;oui;1;1;2;2;0;0;0;0
02/03/2023;23;311;theodorus;2;1;11:38;6;3;0;0;oui;2;1;2;2;6;3;0;0
03/03/2023;23;311;theodorus;2;2;10:40;2;4;0;0;oui;2;1;2;2;2;4;0;0
04/03/2023;23;311;theodorus;2;3;10:10;0;0;0;0;non;2;1;2;2;0;0;0;0
02/03/2023;24;274;theodorus;2;1;11:02;0;1;0;0;oui;2;1;2;2;0;1;0;0
03/03/2023;24;274;theodorus;2;2;11:27;19;15;1;0;oui;2;1;2;2;19;15;1;0
04/03/2023;24;274;theodorus;2;3;09:11;7;3;0;0;oui;2;1;2;2;7;3;0;0
02/03/2023;25;277;theodorus;2;1;11:25;1;0;0;0;oui;2;1;2;2;1;0;0;0
03/03/2023;25;277;theodorus;2;2;11:14;10;2;0;0;oui;2;1;2;2;10;2;0;0
04/03/2023;25;277;theodorus;2;3;09:22;6;12;0;0;oui;2;1;2;2;6;12;0;0
02/03/2023;26;307;theodorus;2;1;10:38;7;4;1;0;oui;2;1;2;2;7;4;1;0
03/03/2023;26;307;theodorus;2;2;11:39;5;3;1;1;oui;2;1;2;2;5;3;1;1
04/03/2023;26;307;theodorus;2;3;09:34;15;2;2;0;oui;2;1;2;2;15;2;2;0
02/03/2023;27;279;theodorus;2;1;10:26;1;0;0;0;oui;2;1;2;2;1;0;0;0
03/03/2023;27;279;theodorus;2;2;11:03;3;2;0;0;oui;2;1;2;2;3;2;0;0
04/03/2023;27;279;theodorus;2;3;08:59;2;0;0;0;oui;2;1;2;2;2;0;0;0
02/03/2023;28;282;theodorus;2;1;11:14;4;3;0;0;oui;2;1;2;2;4;3;0;0
03/03/2023;28;282;theodorus;2;2;10:28;4;8;0;0;oui;2;1;2;2;4;8;0;0
04/03/2023;28;282;theodorus;2;3;09:47;3;2;0;0;oui;2;1;2;2;3;2;0;0
02/03/2023;29;323;theodorus;2;1;10:50;14;2;0;0;oui;2;1;2;2;14;2;0;0
03/03/2023;29;323;theodorus;2;2;10:51;6;13;1;0;oui;2;1;2;2;6;13;1;0
04/03/2023;29;323;theodorus;2;3;09:58;4;31;0;2;oui;2;1;2;2;4;31;0;2
08/03/2023;30;341;theodorus;2;1;11:10;2;1;0;0;oui;2;1;2;2;2;1;0;0
09/03/2023;30;341;theodorus;2;2;09:17;0;0;0;0;non;2;1;2;2;0;0;0;0
10/03/2023;30;341;theodorus;2;3;11:03;3;1;0;0;oui;2;1;2;2;3;1;0;0
08/03/2023;31;337;theodorus;2;1;10:47;1;2;0;0;oui;2;1;2;2;1;2;0;0
09/03/2023;31;337;theodorus;2;2;09:28;1;1;0;0;oui;2;1;2;2;1;1;0;0
10/03/2023;31;337;theodorus;2;3;11:38;0;0;0;0;oui;2;1;2;2;0;0;0;0
08/03/2023;32;338;theodorus;2;1;10:58;1;1;0;0;oui;2;1;2;2;1;1;0;0
09/03/2023;32;338;theodorus;2;2;10:03;0;0;0;0;oui;2;1;2;2;0;0;0;0
10/03/2023;32;338;theodorus;2;3;11:26;0;2;0;1;oui;2;1;2;2;0;2;0;1
08/03/2023;33;339;theodorus;2;1;11:34;4;4;0;0;oui;2;1;2;2;4;4;0;0
09/03/2023;33;339;theodorus;2;2;09:03;0;0;0;0;non;2;1;2;2;0;0;0;0
10/03/2023;33;339;theodorus;2;3;10:40;0;0;0;0;oui;2;1;2;2;0;0;0;0
08/03/2023;34;333;theodorus;2;1;10:25;9;3;0;0;oui;2;1;2;2;9;3;0;0
09/03/2023;34;333;theodorus;2;2;09:40;7;5;0;0;oui;2;1;2;2;7;5;0;0
10/03/2023;34;333;theodorus;2;3;10:30;0;0;0;0;oui;2;1;2;2;0;0;0;0
08/03/2023;35;336;theodorus;2;1;10:36;2;4;0;0;oui;2;1;2;2;2;4;0;0
09/03/2023;35;336;theodorus;2;2;09:52;3;2;2;0;oui;2;1;2;2;3;2;2;0
10/03/2023;35;336;theodorus;2;3;11:15;4;10;0;3;oui;2;1;2;2;4;10;0;3
08/03/2023;36;340;theodorus;2;1;11:20;1;0;0;0;oui;2;1;2;2;1;0;0;0
09/03/2023;36;340;theodorus;2;2;10:15;1;0;0;0;oui;2;1;2;2;1;0;0;0
10/03/2023;36;340;theodorus;2;3;10:51;0;0;0;0;non;2;1;2;2;0;0;0;0
19/03/2023;58;383;theodorus;2;1;10:49;3;0;0;0;oui;2;2;2;2;3;0;0;0
20/03/2023;58;383;theodorus;2;2;09:29;2;0;0;0;oui;2;2;2;2;2;0;0;0
21/03/2023;58;383;theodorus;2;3;09:18;5;3;0;0;oui;2;2;2;2;5;3;0;0
19/03/2023;59;365;theodorus;2;1;11:00;0;2;0;0;oui;2;2;2;2;0;2;0;0
20/03/2023;59;365;theodorus;2;2;09:08;3;1;0;0;oui;2;2;2;2;3;1;0;0
21/03/2023;59;365;theodorus;2;3;09:40;0;0;0;0;oui;2;2;2;2;0;0;0;0
19/03/2023;60;384;theodorus;2;1;11:11;5;5;0;0;oui;2;2;2;2;5;5;0;0
20/03/2023;60;384;theodorus;2;2;09:40;1;1;0;0;oui;2;2;2;2;1;1;0;0
21/03/2023;60;384;theodorus;2;3;09:29;2;4;0;0;oui;2;2;2;2;2;4;0;0
19/03/2023;61;366;theodorus;2;1;11:23;5;1;0;0;oui;2;2;2;2;5;1;0;0
20/03/2023;61;366;theodorus;2;2;09:18;1;2;0;0;oui;2;2;2;2;1;2;0;0
