row ID;row m/z;row retention time;HF_G_82;HF_G_182;HF_G_174;HF_G_201;HF_G_100;HF_G_X2;HF_G_184;HF_G_196;HF_G_170;HF_G_195;AF_G_191;AF_G_X5;AF_G_193;AF_G_X1;AF_G_187;AF_G_X2;AF_G_X6;AF_G_120;AF_G_X4;AF_G_070;AF_G_X3;AF_G_178;AM_G_180;AM_G_175;AM_G_194;AM_G_189;AM_G_165;AM_G_167;AM_G_192;AM_G_155;AM_G_163;AM_G_181;AM_G_164;HM_G_150;HM_G_112;HM_G_162;HM_G_119;HM_G_103;HM_G_158;HM_G_172;HM_G_159;HM_G_169;HM_G_005;3;5;1;2;4
133;44,00571002;17,41270108;62093,56482;24717,80611;3433,228825;27648,99109;3635,557764;88348,88765;10201,68703;14753,02066;9257,192243;11360,63193;5280,537647;8319,731907;8358,312092;192069,1818;14598,92342;4239,897013;8938,596167;7369,855917;10541,67114;44753,9183;116441,4867;12353,00021;21859,33936;10526,2522;5638,065557;114109,2716;24552,26575;59150,32058;64756,45524;255,9477662;1733,189815;26656,89859;27689,16577;2578,458599;4965,124573;1138,376822;24792,14902;45136,22872;26766,28712;2370,858396;16559,92335;18837,7164;128449,4227;6220,908697;1226437,583;10728,79412;8352,149428;163650,3864
137;44,0087368;13,97033637;574447,071;283514,4065;303891,0784;482951,418;250753,6593;266385,8881;354414,1534;534154,119;318339,675;419283,4348;29356,04477;61466,51042;287625,5266;240109,0938;135498,1546;296931,7767;43763,68073;189709,6467;90360,66662;320336,7773;171074,692;160162,9644;2,45E+07;1,60E+07;2,23E+07;2,85E+07;2,63E+07;2,64E+07;2,94E+07;2,12E+07;2,24E+07;2,63E+07;2,90E+07;1400887,831;3809794,095;5150454,297;5498409,412;4510572,054;4658264,213;4892395,427;4798489,674;1,07E+07;3778880,686;12047,38812;595685,9885;8545,207662;19779,39415;40173,53264
138;55,07028363;16,36637349;3393702,052;1455965,957;1715280,754;5008950,863;1049290,816;1734546,572;1050302,797;4510162,168;4356944,854;1942857,621;68272,39602;171196,5112;1393632,229;1416143,841;82858,38964;3428488,054;134926,7256;736726,4579;304001,9955;6277275;284250,3347;685897,9937;4063147,39;508828,995;515832,2324;2851132,215;1309167,678;1619857,003;2,36E+07;5149912,853;2925419,381;1675847,349;2206342,673;591607,6649;1,54E+07;8177206,703;3622144,951;1453796,821;1029387,054;9485745,755;1542825,98;1341525,402;7590577,475;6628,43144;132460,2842;4815,063015;3977,086277;24667,72854
139;44,01024279;16,47471291;765995,4872;870734,5102;1286731,838;1559720,088;97924,37463;884579,9105;882562,2201;833715,7813;1311293,785;1355300,954;2595,008555;16392,4154;557117,9158;746148,2539;10192,28588;1812471,654;25922,15072;202740,1474;52072,64808;2441244,808;211742,1436;363373,2094;17737,21088;2041,051069;1306,731067;5841795,419;141349,0706;11049,5423;0;334,2540824;0;2479,531681;254089,0049;2284712,315;3052391,21;4482875,81;3628548,924;1815760,725;1,37E+07;3546572,567;1,42E+07;1,42E+07;1,52E+07;7951,766506;1261244,956;5235,695998;8948,310365;1362825,893
140;55,07019849;16,81674776;196,6197895;173,9986913;912,1665034;27,54590998;375,9544931;685,0846323;177,6765445;354,0461506;454,3721154;1254,141651;794,5264572;1031,802089;1975,566967;417,9558266;2242,752179;446,8504799;757,5869201;1501,564038;1096,514767;1360,49084;457,1798855;1332,585144;93,17222263;59867,73174;644,2559139;0;0;532,0935775;155,0471686;1602,435932;1150,977288;37,91839826;361,7067474;308183,2364;1,29E+07;7562425,355;2,70E+07;2851261,591;3,40E+07;1,42E+07;1,24E+07;4,64E+07;1,70E+07;1335,997726;786,7141399;613,5965144;1098,773293;3895,456925
141;44,00726175;17,17904256;99459,14837;46399,22356;16658,60083;217229,7436;19125,42206;103384,0749;12181,85907;41058,32998;49709,33133;9287,98174;42763,94855;12042,51797;10714,46472;44179,62184;108738,7161;11328,87967;119200,5501;25077,62469;5840,711327;209655,2326;23064,17719;33731,69698;1660101,418;905789,1547;1107900,611;4388047,34;2026295,267;2757954,762;502466,545;3644026,424;887472,6752;2112017,49;2703595,217;3581148,799;5801488,751;5692247,133;1,02E+07;3734442,773;9023895,822;3707339,514;4248330,399;1,21E+07;1,09E+07;30721,42026;276031,7891;20907,81516;13745,24995;135285,284
142;44,00920366;26,64054583;27281,33656;85224,39707;5987,592233;1647479,488;7774,738884;20369,17167;170833,1898;8269,477971;12031,60417;5770,09496;11334,59917;24544,0627;32685,42425;11273,29195;23574,70141;58151,86584;43324,57128;6032,851593;28914,89781;182303,4591;9029,794249;6027,39498;153899,3943;70302,7592;160312,2845;16581,71787;71085,8907;439158,4374;2029,026268;732614,4094;723846,5986;112346,3731;199398,2984;2631702,769;4947130,044;3434955,347;2360197,184;2992506,124;7167966,85;5117192,862;8960921,45;1,76E+07;8885685,324;9325,31696;5945,143962;4388,633624;6294,248217;4538,122774
143;68,07461996;28,6918217;0;226993,2612;0;508906,7643;0;0;233249,6429;0;262910,6122;0;48503,62122;0;317149,4727;249443,3801;152908,668;0;197910,8305;65311,77367;217650,0673;1379763,869;37615,6811;102625,4434;495556,5856;0;0;0;440846,333;0;0;0;0,00E+00;0,00E+00;0,00E+00;1,37E+08;1,96E+08;9,75E+07;2,38E+08;9,96E+07;2,27E+08;2,47E+08;2,84E+08;4,74E+08;2,22E+08;0;0;0;0;0
144;207,0776643;28,97541185;1951083,19;1735214,186;1064192,537;3426913,952;2443493,682;1304793,165;2857457,403;4367058,36;7381124,457;2273834,14;205805,9428;1330459,591;495793,8552;1649483,835;266828,8964;1315098,779;1609288,019;753223,1503;1529535;4060208,121;741564,1801;360599,2965;1,27E+07;5607496,414;7363685,951;1,42E+07;8645566,866;1,81E+07;2,59E+07;1,13E+07;1,72E+07;1,39E+07;1,20E+07;9706518,995;8619971,008;2,31E+07;9234380,034;1,14E+07;1,93E+07;1,39E+07;1,32E+07;1,32E+07;1,08E+07;0;0;0;0;0
145;55,06860214;30,50338224;56086,95057;47958,78953;302658,2052;27376,98218;17656,43678;93699,93206;284782,281;128707,2652;427600,6005;16155,12655;574,7570181;836,0827559;8466,847893;1911,442951;15343,02547;44574,49591;13586,30353;8261,452038;17403,80581;56032,58476;6284,022924;2522,490459;4885,955406;4888,217926;5558,697803;55164,5016;11268,66211;13358,28847;81798,05254;12393,77015;85920,29894;11814,9323;490,5557038;8409100,753;2,33E+07;5991641,176;2,20E+07;2,20E+07;6,65E+07;4,91E+07;9,31E+07;1,03E+08;5,50E+07;0;0;0;0;0
149;43,06833901;13,75098653;8857479,547;3721266,473;3218677,216;7161563,588;2288718,141;3156056,515;4018494,328;1,21E+07;5786835,6;6414325,754;228976,8504;1064316,936;5670360,063;3475145,148;961800,322;6260346,829;437976,1262;3683902,407;2845338,421;6883459,135;1856361,923;2823478,432;2,11E+07;9993251,189;4431110,504;1,30E+07;6611215,163;5616257,865;3,58E+07;3,79E+07;2,20E+07;2,02E+07;1,11E+07;4361377,41;2,03E+07;1,26E+07;1,35E+07;4569260,204;8608520,618;1,62E+07;8777325,127;1,05E+07;1,64E+07;2168,275267;0;10833,7767;1439,431134;0
150;41,05459242;13,97281631;83004,56437;30709,54756;37453,63404;65122,60271;29550,59385;37042,67607;43478,59726;68255,64706;39547,7258;51213,79622;4289,279954;4739,692038;37210,81901;24888,19089;12754,07735;32684,82402;3410,728211;24952,19041;6549,133713;46983,17378;10527,06486;16660,65973;6,18E+07;1,40E+07;6,32E+07;1,74E+08;1,37E+08;1,56E+08;1,40E+08;8,14E+07;7,78E+07;1,27E+08;1,33E+08;268238,7585;2025007,699;3203842,336;4156320,536;1179774,404;1965021,56;3188338,673;3338855,981;6009168,031;2263269,387;2739,175971;0;1144,995405;1896,839788;0
151;69,08143054;14,27429651;10502,32862;8619,366242;31319,05153;12122,0363;8609,94757;30642,28966;27163,92417;7758,590848;10872,79173;3463,864053;36195,28819;36602,08025;7507,927038;9006,67717;10404,67948;8196,486259;32530,41865;11720,38172;9780,181176;17714,33232;9601,297581;5401,107272;3,28E+07;6447708,294;4,17E+07;1,33E+08;1,13E+08;1,12E+08;1,14E+08;6,00E+07;5,17E+07;9,25E+07;9,94E+07;324154,9072;1466170,435;3109792,078;1,17E+07;1802542,687;3225961,358;2024087,354;1894357,077;6675355,003;3901516,078;3809,541625;7298,54552;2019,580252;2463,686637;4796,78333
153;41,05460524;14,68613945;101468,7351;46547,14837;71820,08826;38834,20413;28269,22708;127179,7308;70687,96748;42699,01917;40018,2991;68792,8962;80609,87693;62987,63239;99098,17792;42004,20407;78881,94202;76288,53024;37113,06076;60016,54293;54298,3839;160811,0707;38041,30818;31094,87443;2,61E+08;9,39E+07;2,94E+08;4,85E+08;4,46E+08;4,42E+08;9042616,664;3,32E+08;3,05E+08;3,94E+08;4,15E+08;102769,6092;494254,7862;224651,7975;176679,1713;86022,72766;471649,3335;182383,5829;186396,2935;578436,6394;406216,7738;8935,392751;0;5250,725906;4146,902351;0
154;104,0751388;23,52092195;1699,433795;553,0930086;397,4794989;3785,986295;640,1655183;4226,715838;904,5848982;47,69363754;2087,324215;430,244584;200,7842348;301,0987523;1483,472097;44,32749331;712,0349597;954,6178501;1170,300062;224,9861706;176,635273;0;806,6588136;875,6905852;376223,3134;557870,3313;5988052,587;398556,6503;107672,4995;4067942,123;1206084,952;233899,805;1452386,223;2,02E+07;211518,9704;1390,846022;5335,962136;5241,476947;7279,842816;3165,636654;21959,22787;2253,804526;9987,583035;20839,48723;11101,72375;49,80236292;33,43482288;54,43603523;91,0937976;16,79882143
155;44,00601923;25,66625445;19295,00689;12479,22757;13001,71345;56786,48507;3473,39357;7984,662264;36658,11123;12907,5566;35698,14083;5306,608646;23915,81172;21062,1998;353833,0821;14749,7613;230530,8962;728908,9929;80849,38853;43955,0781;6073,470517;452828,8249;5029,591464;498560,748;754581,3933;760978,2673;2825180,285;1037341,015;662070,0918;2853589,751;1985613,404;1642154,621;1442623,437;2595272,742;369963,0387;42158,55927;166248,4357;82907,17131;62921,9051;35897,3648;372434,577;8536,128116;238393,9399;25097,43069;4911,956611;5751,817798;9449,433125;7739,92816;6007,974608;4622,662383
158;57,08410401;21,28241939;1065134,438;908228,6682;1131142,097;1646706,295;580383,4749;3360303,08;680919,2052;997144,3986;1255721,599;1768350,656;249495,6155;1077898,215;765694,1693;1646544,928;274332,942;1249908,226;1034061,469;210086,1864;1548540,351;8159764,046;1162614,243;293856,7755;1,04E+07;2,51E+07;8769634,618;1,66E+07;9310206,517;2,34E+07;1,46E+07;1,05E+07;2,76E+07;3,45E+07;8803998,624;9555273,04;5616850,346;3,55E+07;9145203,471;3397817,57;5,04E+07;4,30E+07;1,99E+07;4,89E+07;3,56E+07;1874,197246;443,8772064;1942,719897;697,70351;327,5184155
159;57,08506575;23,74603721;3741414,97;626091,6812;660922,9746;1637762,739;924431,5878;7858685,652;853580,0176;2311562,352;1386906,045;1592627,934;182113,3121;1026995,638;835199,756;1279367,01;104188,8766;2240041,484;943411,608;435933,422;2009006,753;7947315,441;1396021,967;126708,5658;3,86E+07;4,88E+07;3,57E+07;5,45E+07;2,68E+07;6,56E+07;3,72E+07;2,01E+07;7,17E+07;7,31E+07;1,80E+07;1,31E+07;1,51E+07;6,85E+07;1,86E+07;1,27E+07;9,20E+07;1,25E+08;3,95E+07;1,21E+08;5,16E+07;1214,94029;752,5505873;327,0830229;293,7639341;203,8196336
160;44,09847677;28,21208697;868,0692812;22111,78508;11147,92387;0;12864,0026;637,222771;11303,03998;9397,797182;14336,06151;22925,22836;11343,7386;6445,364912;25955,77712;34901,42362;850,7307273;2117,605822;11869,74002;6750,672073;8754,587629;367,2625655;19372,79344;7383,59225;144,5163851;3519,462747;9624,905363;4354770,451;12863,76715;0,00E+00;0,00E+00;23,83268634;0,00E+00;0,00E+00;10623,47283;0;0;0,00E+00;0,00E+00;64,42653783;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0;0;0;0
161;55,07048603;28,62785834;2,86E+07;2,17E+07;2,56E+07;3,40E+07;2,06E+07;2,68E+07;2,46E+07;3,36E+07;1,97E+07;2,72E+07;8289814,853;2,37E+07;3,05E+07;2,67E+07;5619230,947;5,95E+07;1,95E+07;7158833,379;2,54E+07;7,69E+07;1,13E+07;1,23E+07;3,06E+07;2,73E+07;3,56E+07;2,93E+07;3,57E+07;5,80E+07;6,18E+07;2,29E+07;1,20E+08;3,40E+07;2,05E+07;1,50E+07;3,46E+07;1,18E+08;2,14E+07;2,51E+07;2,13E+08;3,74E+08;2,64E+08;3,81E+08;3,59E+08;0;0;0;0,00E+00;0,00E+00
164;207,0759474;30,67210296;1,51E+07;1580809,292;6110822,366;2,47E+07;1,21E+07;2,11E+07;1,34E+07;1,85E+07;1,17E+07;1,34E+07;824266,1267;4119711,401;1,52E+07;1778800,181;4766813,032;2,34E+07;1,46E+07;7678384,258;1,65E+07;4,52E+07;1,14E+07;7564277,82;3870157,144;1,46E+07;2506012,73;8840425,559;2,76E+07;9695677,397;1,28E+07;1,11E+07;4,62E+07;2640726,182;752002,2032;0,00E+00;5,68E+07;0,00E+00;0,00E+00;59260,06297;2,83E+07;6,34E+07;94680,24057;5,06E+07;5,84E+07;0;0;0;0;0,00E+00
166;207,066795;38,31371568;1,81E+07;2,84E+07;3,00E+07;2,01E+07;1,57E+07;1,75E+07;2,44E+07;3,34E+07;2,20E+07;4,07E+07;7976092,782;1,47E+07;2,52E+07;2,10E+07;6553532,604;1,87E+07;1,15E+07;1,23E+07;4,33E+07;4,60E+07;1,49E+07;1,24E+07;3,99E+07;2,87E+07;3,69E+07;1,64E+07;4,92E+07;3,64E+07;5,34E+07;4,26E+07;7,51E+07;2,67E+07;1,92E+07;2,70E+07;4,75E+07;3,72E+07;6,04E+07;3,08E+07;4,96E+07;4,69E+07;3,58E+07;3,13E+07;4,47E+07;0;0;0;0,00E+00;0,00E+00
169;88,05794145;14,27107327;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;138577,2028;27056,46515;0,00E+00;0,00E+00;850884,415;6391988,069;1,60E+07;7,95E+07;1,17E+07;2,06E+07;1,05E+07;9263508,446;4,05E+07;2,26E+07;0;0;0;0,00E+00;0,00E+00
170;44,00888161;21,91914947;773714,1755;367482,9255;505910,9268;531330,9636;661000,901;529949,8348;429117,1739;289773,6089;485146,7093;374569,8167;153993,1563;52667,5005;311875,8349;141987,2964;421436,6598;343225,1566;89261,66327;289118,6923;76206,94407;47873,21042;130160,9852;205928,5456;111371,0184;99554,43563;270377,0697;126302,9203;215322,3937;219141,5413;1068107,352;107654,4793;149438,2827;124901,3646;169822,0253;3,07E+07;2,34E+07;6808682,489;1,32E+07;0,00E+00;3,20E+07;4,45E+07;8567065,844;4,56E+07;5,56E+07;138539,6098;55381,729;142115,7302;98241,68348;156708,0151
171;55,06957106;28,97374529;282769,2009;274919,7103;170766,8482;632261,4116;343144,0071;209351,0417;488103,468;833460,8795;1398668,184;331223,8349;32378,96805;216416,4667;62953,95077;197999,7976;35064,35567;198401,809;285684,6057;89079,40716;237875,9752;963847,9464;58391,93583;37325,05843;5396408,304;1362711,322;1861936,623;6586549,388;2405269,908;1,05E+07;2,12E+07;4336814,125;1,15E+07;5634503,23;4153112,421;5014558,745;6959454,569;2,20E+07;7248625,017;5012125,585;1,74E+07;1,80E+07;3,17E+07;1,34E+07;8918543,924;0;0;0;0,00E+00;0,00E+00
176;44,00706221;13,24592695;561106,7911;666804,6582;772769,5895;556528,5091;393484,8048;738141,3105;610012,522;737915,0859;319548,6631;457835,5957;380511,4056;410391,8356;688558,1469;380994,8223;244743,2093;632027,982;221180,329;350295,7697;304799,0789;804744,1489;131282,5005;285094,6247;6879683,625;3765011,951;5670228,889;9314599,24;7781782,603;7048298,889;1,09E+07;6563462,509;5746457,516;7346030,218;8768791,618;1228184,095;1205598,275;3336588,911;3088516,776;1447181,211;2685675,887;1667837,962;2379534,394;5937507,443;2875732,667;181882,6267;916094,9193;90115,14599;122696,4995;688837,7091
177;44,00743002;15,8453184;269814,281;258736,6875;335892,7384;207695,2563;196220,5834;197151,7812;218840,1995;274765,9599;198130,1362;253472,6011;136881,7292;129664,5486;345757,1772;175749,1314;142190,0621;285898,1333;133895,9323;143565,1457;154138,2922;290504,9351;130733,8014;196319,1151;1054412,812;376198,8928;345139,7192;521346,1334;341820,7826;547242,269;740665,465;1020447,68;700688,2567;524190,8498;565762,6969;212266,1918;603709,514;1893824,737;3540585,116;376180,4491;4266089,516;2185963,811;2551022,688;5272849,062;4488060,956;308611,794;598142,843;210611,658;228958,993;898793,3329
178;88,05785083;17,17365459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5080,295531;0,00E+00;0;0;0;0;395692,2362;3699531,106;3521551,465;8585612,036;416675,9412;4694259,945;1351224,685;1560605,586;1,06E+07;7093008,35;0;0;0;0;0
181;44,00569763;16,84297564;7691,823414;7632,539514;7424,195167;187,5219944;6524,025258;5703,203807;1571,747864;2076,550962;5757,992683;7381,965067;16193,54006;7911,783521;12335,7829;2128,720546;19437,35761;2912,045404;5818,46897;11664,96015;8365,223597;5025,678568;7000,386157;13598,45582;995938,3511;296793,3026;1201051,045;2718745,889;2323631,124;2756368,298;709,7101421;1854625,22;1202586,965;1973309,308;2135480,705;1710543,911;1,18E+07;9639221,651;2,01E+07;7036465,822;2,16E+07;1,22E+07;1,41E+07;2,09E+07;1,30E+07;13322,54622;30876,72688;10708,68447;14479,6568;2210682,738
182;44,00564626;29,33016187;64381,43671;129328,5421;196934,8426;50831,7617;102110,4037;228679,8661;283443,6064;54495,88661;34654,28942;127396,9281;100926,2619;254567,2133;1268380,187;131625,7882;290677,6679;598320,7966;289220,5666;313252,8795;156632,3954;1376255,126;605332,5498;271191,7201;108983,6218;122589,0206;75941,25692;1067238,244;516268,0453;244180,2853;618639,0272;177654,2406;403771,9266;165112,1245;97793,81831;1320861,799;6190894,244;3464495,088;2447897,457;2574604,578;4265693,225;1939967,948;3104332,637;5378691,314;9706110,359;0;0;0;0;0
184;69,08177194;16,51300243;30869,3257;32820,52842;61396,25582;88090,77529;5813,675557;37344,40084;32466,86546;38299,83239;73503,37208;65810,07408;1777,120991;799,4434338;25553,81695;29688,71524;2783,233606;119737,6215;951,1006552;4850,925963;3169,857295;285547,0872;3135,514268;11365,33589;3537,405882;7828,932449;5254,6975;2456,585914;5176,788276;1489,985647;0;12191,56733;10178,72618;432,6584165;8900,86055;368339,0221;1577797,064;2639094,576;1197441,157;84775,78297;1,55E+07;968033,4317;2,11E+07;2,09E+07;2,46E+07;343,1684209;18379,47071;160,6583383;263,4086226;24012,06914
185;44,00610874;19,27826195;176186,8925;168131,4506;383562,8361;162028,0709;166890,0715;83556,05014;88080,21683;73532,72949;247208,6648;214652,4204;56353,40521;81268,2566;173216,1964;82598,58216;61639,02728;227419,2084;76408,78637;53286,78423;90935,86308;80329,46025;81531,07094;107500,9631;178687,0899;36990,64456;106047,8337;321630,3361;88878,33858;125990,6569;235072,3449;82147,40077;134069,0097;252030,0834;170523,8657;5842911,781;2906618,383;2170081,005;2831717,817;4021067,137;4534884,349;7397606,517;5926222,604;5323178,167;7537052,976;38801,69839;25750,55177;42766,82268;19280,50506;38332,77391
186;44,00594974;20,82258771;458971,8071;346232,6623;434910,1624;645575,5549;232353,4052;1553056,442;379520,6706;434738,0126;449236,1138;491929,9539;179970,5213;215272,1535;238386,2398;100280,0471;179235,9747;296213,7847;254240,8135;173311,3767;257231,0435;343881,154;174055,0013;391281,9548;110717,5318;256916,3923;280118,4671;119041,6533;207287,5084;90460,15613;597026,6058;25592,44074;280687,4447;0;66655,7697;320336,0462;1643743,014;884787,4893;1213274,29;449631,2715;3189230,682;655854,7135;2124245,05;2715126,059;1869812,927;18602,93995;114231,5119;44557,35655;48113,38965;6032,494663
187;69,08174805;24,33698579;3593,870088;1310,66852;2025,144096;1938,144863;3118,697642;5621,703367;1361,598194;1665,644907;408,5880706;769,6813192;242,7147128;466,9492326;972,8262264;614,4732673;2221,605461;2178,099035;806,4870748;304,9676329;1036,78943;5092,232012;894,9834061;1200,153471;39225,23596;12405,07108;29822,34057;76459,17014;22410,17743;413435,8179;60814,45915;28397,28729;45885,96712;969239,2303;317773,1903;785722,4752;5534760,39;7313343,87;6231447,454;931840,8573;1,98E+07;2446284,597;2,65E+07;7,97E+07;5,27E+07;441,8097061;539,0499953;165,6562774;321,0577873;342,5875994
188;44,00628079;26,39331676;128547,7737;31325,98731;156743,4507;1446698,821;217529,5291;79558,69669;852098,0099;232625,6872;192831,0726;299425,0928;206626,5028;46705,07103;52606,41703;33716,64795;90442,14141;63647,1973;41698,51699;4307,286303;14735,21401;259979,07;35246,59785;25387,29308;495290,6232;135038,4462;205085,8072;557943,6922;75691,8649;417671,9201;588633,2502;633125,6011;455060,8769;603319,0391;119476,3477;417299,5494;2010097,886;2361635,714;2159668,162;769708,8828;6964202,948;1282457,068;7034819,903;1,29E+07;4375122,906;5344,164458;9720,869591;14082,88323;1846,8812;4643,238882
189;43,07000235;28,62323742;2,81E+07;2,14E+07;2,49E+07;3,35E+07;2,02E+07;2,62E+07;2,40E+07;3,31E+07;1,97E+07;2,67E+07;7600528,195;2,24E+07;2,93E+07;2,63E+07;5193779,617;5,83E+07;1,83E+07;6998698,445;2,42E+07;7,64E+07;1,14E+07;1,22E+07;2,88E+07;2,55E+07;3,40E+07;3,27E+07;3,47E+07;5,48E+07;5,91E+07;2,61E+07;1,16E+08;3,64E+07;2,01E+07;1,43E+07;3,35E+07;1,19E+08;2,07E+07;2,45E+07;4,69E+07;3,95E+08;2,73E+08;5,59E+07;3,75E+08;0;0;0;0,00E+00;0,00E+00
190;43,06930277;28,97802532;276959,6322;271892,5005;137683,8133;573079,1355;319165,3548;189804,6492;461184,9582;853573,9593;1389273,749;310803,1651;21389,21752;149576,2275;44004,84921;180027,6827;22366,58111;159968,9184;170965,306;75919,90968;173156,3712;729320,5376;47734,71382;30755,74453;3441319,501;868753,4597;1318233,228;4306741,852;1781584,499;7731581,991;1,79E+07;2790397,597;9288976,545;4012950,836;2711278,3;4262017,388;5585789,296;1,75E+07;6032454,386;4606928,057;1,82E+07;1,40E+07;3,50E+07;1,30E+07;8157576,702;0;0;0;0;0
192;55,06892047;30,6322654;560,8664857;2140,953065;150,0384034;226,4566438;0;1128,539817;9,126378918;0;2021,309549;0;112294,6822;659732,1008;3432095,04;177102,4744;683764,9847;0;4248406,218;0;5244696,979;0;2142794,01;0;630026,376;4238039,87;323072,7608;2867421,415;9707908,154;3447589,653;0;4202659,45;0;383900,1032;71049,56101;0;0;0;0;30053,94949;698284,943;0;40602,86006;750004,6921;20032,14599;0;0;0;0;0
193;57,08506855;28,20667317;328232,9371;86362,71207;40052,08508;219602,8692;38354,10102;261995,242;271292,7842;104698,5741;227435,5863;87566,85553;35671,03729;17288,45995;86928,64557;126179,7734;2074,438976;266335,7873;37134,64761;19095,8824;24029,71032;398905,0532;334690,622;18431,00311;1919442,654;434312,9037;753762,7817;1562087,471;701175,975;3916672,614;1277816,457;815411,2312;6422278,699;914837,4267;963929,3053;370238,3962;334230,5796;831354,291;351727,4996;218104,1988;3476078,245;1459162,329;1350429,692;1779241,637;766195,7953;0;0;0;0;0
194;165,1242284;28,67414325;722704,8378;2546573,883;860124,5001;2475651,004;525094,2977;889155,1486;480537,0354;3923577,501;4527620,913;1722946,737;201602,4466;1152166,098;1333341,326;1984167,448;323668,067;3698370,964;2264078,664;237609,1373;2148801,674;3,42E+07;302689,999;565174,2058;2317954,763;1185288,275;3905747,137;2301555,291;5620777,452;3691206,947;2819836,761;2385056,568;3,19E+07;4663657,88;779311,2092;7238596,404;1,72E+07;3936817,134;1,08E+07;1,24E+07;2,78E+07;2,69E+07;1,20E+07;1,57E+07;2,19E+07;0;0;0;0;0
195;57,08487711;31,57293499;33511,47634;26112,25689;85270,75767;923,5488954;13264,92788;9313,843485;39945,4498;15200,08611;22753,92564;23265,91385;289001,9974;378968,0089;229205,5869;1046354,682;338802,1546;317929,336;558933,1764;226248,4692;3025243,088;9516591,095;1434808,281;16618,38597;3869417,789;4031165,398;699429,4399;168163,0241;311602,6783;9268010,699;1142270,5;38216,44974;5,74E+07;4613768,251;1701949,225;23459,57111;25709,80347;45217,40917;1970,84129;50,18086415;33228,27406;31103,98842;37377,99095;38022,54131;82311,26104;0;0;0;0;0
197;55,06503737;38,33071419;2145582,572;5051516,235;6522232,804;4392370,788;1685628,903;2099011,395;4114939,188;7029764,945;3580561,576;1,12E+07;4063,287601;1224145,174;2958032,469;2157890,558;1087,214166;0;870412,3392;5550,196338;1,28E+07;2,38E+07;9178,591286;3365,536319;9737181,803;0;0;0;1,57E+07;0;2,52E+07;1,19E+07;9,29E+07;0,00E+00;165,889358;5969870,935;1,66E+07;1,09E+07;3,39E+07;6648619,221;1,70E+07;1,80E+07;2,20E+07;6609781,414;3,38E+07;0;0;0;0;0
199;68,07456784;21,9175488;15553,89215;6382,315563;10014,40531;10926,25913;11111,98496;11515,20439;8204,365914;5501,270739;9986,809879;7325,502508;2501,061661;344,4238844;5267,983354;2391,107259;7287,58688;5637,012895;1669,179738;5024,611208;1484,106236;1505,017858;1245,794216;3391,018281;2700,953382;2505,009279;5500,42577;3348,706561;4968,574286;6144,497357;22774,81855;2807,406716;5400,965223;3392,084124;4153,48777;2,16E+07;1,13E+07;2509504,937;5841839,216;4,20E+07;1,37E+07;2,83E+07;6,74E+07;3,52E+07;2,25E+08;2138,366328;148,7269008;1330,165713;1278,271521;498,2495803
200;43,06699031;22,1818176;13767,55577;8669,297672;9527,853502;7807,14862;4175,583399;44506,30155;3603,842273;20700,38744;3476,218038;3082,17287;10593,07795;10923,59115;20009,96162;15257,33632;10388,87088;3865,548396;4840,971332;6899,809457;7871,478073;9196,55744;29506,87092;7128,212009;2662,731061;2889,939551;3315,107073;7424,889974;3794,058731;16322,36931;3144,580415;1403,904741;696,8686101;11191,38501;5158,369782;1476754,229;74313,15803;16551,37032;524974,0792;140462,2315;1298817,244;1,45E+07;1948143,509;4647382,49;1,82E+07;9148,381547;1914,412161;3246,529864;2273,807578;2956,893373
201;207,0781063;28,73880489;2747546,765;2219070,732;0;0;1913165,087;3374423,215;3690638,143;3962030,76;0;0;11010,05545;0;3175843,498;0;999486,5121;6583458,628;1820232,593;627564,4065;1906202,642;9121439,329;1025227,351;1630113,048;6989126,629;2358164,841;0;7609682,481;5246935,939;8661830,005;0;6360655,683;1,16E+07;0,00E+00;4851701,326;2,07E+07;2,47E+07;0;2,37E+07;2,39E+07;2,37E+07;1,39E+07;2,95E+07;2,70E+07;2,77E+07;0;0;0;0;0
206;44,00565141;12,9463883;437674,2494;295889,8858;545576,1422;167291,0086;371212,8741;528429,4047;334611,6687;252927,6069;310169,7844;518056,7577;328205,8398;348949,548;445522,8889;191425,2592;270037,6851;417878,0858;496669,499;216474,9404;310691,1127;434695,5483;114607,4536;466711,7916;472859,7819;416284,6248;508962,9884;413336,5369;520125,0081;742215,3498;308460,8984;429303,7368;640437,8322;468570,8106;478439,0199;229208,4101;770553,458;2281281,311;2492820,167;355295,0938;1406165,362;1089851,457;2253175,241;2154041,426;422933,6578;259826,935;271054,156;165150,7032;227975,1036;567135,5573
