row ID;row m/z;row retention time;HF_G_82;HF_G_182;HF_G_174;HF_G_201;HF_G_100;HF_G_X2;HF_G_184;HF_G_196;HF_G_170;HF_G_195;AF_G_191;AF_G_X5;AF_G_193;AF_G_X1;AF_G_187;AF_G_X2;AF_G_X6;AF_G_120;AF_G_X4;AF_G_070;AF_G_X3;AF_G_178;AM_G_180;AM_G_175;AM_G_194;AM_G_189;AM_G_165;AM_G_167;AM_G_192;AM_G_155;AM_G_163;AM_G_181;AM_G_164;HM_G_150;HM_G_112;HM_G_162;HM_G_119;HM_G_103;HM_G_158;HM_G_172;HM_G_159;HM_G_169;HM_G_005;3;5;1;2;4
65;44,0061874;22,55063753;499533,8089;222466,9598;312575,4494;740010,4352;186548,0257;3913400,573;215825,7211;716009,3045;1013255,049;351120,4943;1632478,861;2242254,821;2006524,862;2640009,612;952441,0343;5541771,397;1696799,544;2167578,509;1417803,524;3169090,709;4930749,769;1370302,562;1417503,085;2013708,045;1583757,036;1855243,512;1305338,794;2642697,193;2740859,528;1231378,66;2196312,773;6684115,262;1684132,93;1391121,595;1972483,443;2763097,563;1467819,057;2671540,533;5539023,309;4081009,077;1988416,044;4544877,531;6707427,402;17005,8414;30295,17309;65374,90133;27516,57638;40996,30111
66;44,0063088;23,71400618;1,39E+07;6605505,208;5889087,983;7463655,844;6393952,365;4022303,539;8073858,988;7141944,11;7055703,633;1,03E+07;2257075,58;5094314,042;5997732,336;7431684,254;1643329,784;1,03E+07;5658625,165;3272643,211;1,02E+07;6325003,438;4615159,94;268844,2528;0;173357,8398;1307201,925;0,00E+00;2023370,163;0;2,29E+07;1,86E+07;4022890,739;0;0;304483,2395;628861,1401;185618,6338;2075263,448;796525,3405;1514680,469;1729411,776;1813258,157;714943,3434;5283507,527;14517,03699;16858,587;5017,797876;13126,34926;13993,32386
67;44,00600352;23,74692151;1,06E+07;4567863,102;4430656,224;6697546,445;5174706,644;8524854,933;5502377,737;6573734,077;6039646,321;7009442,064;1900910,167;4426418,655;4609666,516;5950492,788;1314204,619;7955976,578;4358666,985;2904515,938;6683690,451;8538387,671;4964665,388;1435394,562;2,09E+07;2,19E+07;1,99E+07;2,26E+07;1,86E+07;2,46E+07;2,14E+07;1,66E+07;2,42E+07;2,45E+07;1,60E+07;1,35E+07;1,45E+07;2,36E+07;1,56E+07;1,48E+07;2,85E+07;2,04E+07;1,97E+07;1,90E+07;2,38E+07;27618,14359;53632,93402;14290,11922;19450,06049;13993,32386
68;44,00622411;24,97786313;2211372,231;2277912,092;2044400,701;177590,648;2244753,79;4681029,646;2581928,719;279583,3122;885298,5687;1695336,507;1813261,617;2242764,325;1983256,948;1287269,903;977911,9363;3142807,381;1616695,435;684173,8343;1271463,174;2110249,977;3530807,033;521837,998;349557,9217;160095,3779;93403,8456;384707,9035;50616,69499;554571,1317;73545,24893;261862,6112;466655,8771;195828,0061;420608,726;233197,2887;447494,5228;613380,0358;29071,22499;921516,4791;1388696,344;4227746,056;401592,1182;595399,8304;1245537,905;7020,834695;6128,738583;6643,395802;26434,28825;57017,42018
69;44,00599277;26,04616211;1,15E+07;2597761,129;1957179,001;3593112,751;2931821,736;4415067,798;2460505,409;7427337,836;4626657,89;6664870,475;2476940,543;2692002,025;3198754,221;4655972,259;928310,2221;9062445,631;3340700,851;1713739,029;2895128,253;4993642,205;5800435,447;1667131,278;2,60E+07;1,40E+07;1,93E+07;2,74E+07;1,80E+07;3,12E+07;2,20E+07;1,50E+07;3,17E+07;2,15E+07;1,83E+07;6537552,567;1,26E+07;1,79E+07;1,16E+07;1,28E+07;2,06E+07;2,80E+07;1,76E+07;2,12E+07;2,62E+07;11913,77766;17334,71145;13464,53061;11395,92362;15748,23505
70;44,00891818;26,04968371;1,07E+07;2356798,457;1827733,378;3056574,741;2716031,219;7308641,057;2277375,94;5776108,745;4578968,076;6215051,587;1889148,886;1933594,929;2266897,534;3865282,157;666117,0372;8155504,538;2339912,144;1512906,769;2161756,238;1,10E+07;5070292,839;1399895,747;2,02E+07;9847743,811;1,41E+07;2,09E+07;1,40E+07;2,47E+07;2,15E+07;1,13E+07;2,48E+07;1,60E+07;1,36E+07;8243650,7;1,15E+07;1,64E+07;1,07E+07;0,00E+00;1,63E+07;2,37E+07;1,60E+07;1,75E+07;2,24E+07;10966,62969;3907,138776;13464,53061;6216,663921;15748,23505
71;55,07048786;28,62782046;2,86E+07;2,17E+07;2,56E+07;3,40E+07;2,06E+07;2,33E+07;2,46E+07;3,36E+07;1,97E+07;2,72E+07;8280249,585;2,37E+07;3,04E+07;2,67E+07;5605400,531;5,95E+07;1,95E+07;7158833,379;2,54E+07;7,69E+07;1,13E+07;1,23E+07;2,82E+07;2,37E+07;3,22E+07;3,49E+07;3,57E+07;5,79E+07;6,18E+07;2,77E+07;1,20E+08;3,84E+07;2,14E+07;1,50E+07;3,46E+07;1,18E+08;2,14E+07;2,51E+07;2,13E+08;3,74E+08;2,64E+08;3,81E+08;3,59E+08;0;0;0;0,00E+00;0,00E+00
72;207,0763236;30,67875597;1,51E+07;1580809,292;6110822,366;2,47E+07;1,21E+07;1,39E+07;1,34E+07;1,85E+07;1,17E+07;1,34E+07;824266,1267;4074629,396;1,50E+07;1778359,747;4719554,672;2,33E+07;1,44E+07;7678384,258;1,63E+07;4,48E+07;1,13E+07;7562745,497;3856381,546;1,42E+07;2468232,895;1,05E+07;2,72E+07;1,17E+07;1,03E+07;1,35E+07;4,52E+07;2500584,51;730508,6622;3,77E+07;5,68E+07;3,55E+07;4,15E+07;0,00E+00;2,75E+07;6,34E+07;5,66E+07;5,06E+07;5,83E+07;0;0;0;0;0,00E+00
77;44,00574474;17,6868672;795294,2397;1004413,213;1369726,281;372052,0707;1090061,388;1098977,425;2127106,029;1192008,542;234143,5165;2029573,878;1815092,723;972946,8122;1676548,915;680398,1506;1451121,007;649868,7987;1143431,177;1123003,138;1602551,183;464690,2263;1027832,027;992090,4604;949314,8846;635413,4227;1243001,595;635542,4601;1697930,432;1153301,249;1411535,475;1228799,362;2079560,351;777769,613;1146602,626;1150392,541;773793,2592;986855,88;1402483,638;1139655,566;1539597,091;1224684,624;2283794,164;1523781,688;1873079,825;13406,35446;2225899,35;14256,30772;16881,57159;1353812,254
78;44,00928167;18,67884619;98479,22105;0;0;0;4423511,651;123,1718666;5050365,781;7122260,228;0;6054653,619;3175026,524;4148160,252;5007807,184;1538582,846;4156463,309;0;4214915,149;9087744,733;5492525,521;1961776,756;1878276,982;3987553,769;3991248,43;5906391,09;3147318,877;3546682,857;4504360,802;1305441,835;0,00E+00;4404891,445;4450180,733;3825581,066;962052,4636;7249566,366;3962426,939;5633954,152;0,00E+00;0,00E+00;7436261,23;4696713,856;4501290,872;8187927,666;7939078,243;3955,161984;161586,6063;23960,92777;21746,63684;703022,1945
79;55,06971462;20,98641792;3016340,719;8756968,871;9835886,785;9327098,714;4398669,017;4428524,925;1,21E+07;6492048,909;4656374,146;1,44E+07;3493372,692;3789005,405;6870816,296;5644819,022;4404068,064;2201322,774;4697460,851;4115373,706;1,33E+07;9087034,161;4710027,408;4669995,163;8991545,892;8363074,258;1,34E+07;6199607,993;1,52E+07;1,01E+07;6587423,605;1,13E+07;2,95E+07;6760760,061;5351129,133;8232141,877;5702275,009;7096260,381;1,47E+07;4271044,289;1,04E+07;7788152,272;1,59E+07;9361462,538;1,22E+07;7759,176147;276,9974318;308,2027553;2970,547594;278,0069661
81;44,09904634;25,29621804;2607,861895;6468,819096;5454,062579;1431,294719;13734,10263;0;6497,511936;5410519,122;13332,80798;21298,26542;8837,077392;11346,44552;42304,46097;27065,31197;2502,904454;13698,81631;7329,86475;5702,969832;6197,208326;0;23184,7484;60002,02921;0;0;7973,31861;0;10951,18665;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;14289,23383;13012,83682;0;12437,54877;0,00E+00;39424,06895;0,00E+00;0,00E+00;0,00E+00;0,00E+00;336,5571228;0;219,3794153;136,1718772;0
82;55,07060411;28,62782046;2,86E+07;2,17E+07;2,56E+07;3,40E+07;2,06E+07;2,68E+07;2,46E+07;3,02E+07;1,97E+07;2,72E+07;8115880,806;2,34E+07;3,01E+07;2,67E+07;5433078,617;5,94E+07;1,91E+07;7121117,913;2,51E+07;7,65E+07;1,11E+07;1,22E+07;3,00E+07;2,64E+07;3,50E+07;3,42E+07;3,52E+07;5,69E+07;6,18E+07;2,71E+07;1,10E+08;3,75E+07;2,09E+07;1,50E+07;3,46E+07;1,18E+08;2,14E+07;2,51E+07;2,13E+08;3,74E+08;2,64E+08;3,81E+08;3,59E+08;0;0;0;0,00E+00;0,00E+00
83;44,00751695;28,9754876;2040823,734;1813716,997;1048674,021;3385214,767;2587242,986;1383136,918;2979655,378;3831821,258;7398984,061;2275233,63;196713,9162;1271940,687;416802,9329;1640433,924;227213,5314;1201048,71;1279713,482;744604,8002;1491755,649;3472076,086;679282,7965;337005,2953;1,02E+07;4495731,08;6143399,88;1,20E+07;7025280,676;1,53E+07;2,48E+07;9143218,884;1,48E+07;1,19E+07;9627537,893;9336237,609;1,04E+07;2,10E+07;1,07E+07;1,23E+07;1,86E+07;1,33E+07;2,23E+07;1,41E+07;8919686,843;0;0;0;0;0
85;207,0755601;30,67871721;1,51E+07;1580809,292;6110822,366;2,47E+07;1,21E+07;2,11E+07;1,34E+07;1,23E+07;1,17E+07;1,08E+07;824266,1267;4117276,765;1,52E+07;1778800,181;4761466,129;2,34E+07;1,46E+07;7678384,258;1,24E+07;4,51E+07;9330566,933;6481169,779;3858490,912;1,45E+07;2504567,236;1,07E+07;1,50E+07;1,20E+07;1,28E+07;1,37E+07;4,59E+07;2581702,47;744214,6837;3,77E+07;5,68E+07;3,55E+07;4,17E+07;0,00E+00;2,78E+07;6,34E+07;5,66E+07;5,06E+07;5,84E+07;0;0;0;0;0
89;44,00549316;14,26657591;170929,7219;198243,7452;604656,6338;229090,888;230875,1992;6765,67007;511179,697;134422,8066;204559,2315;64310,46687;617943,442;602527,3643;111038,0344;185636,954;181492,477;145866,3174;605372,2515;198797,8125;154458,7196;206602,588;325351,444;110179,7885;1,45E+07;7888523,648;1,67E+07;2,04E+07;2,04E+07;1,95E+07;69593,47313;1,58E+07;1,56E+07;1,83E+07;1,97E+07;3157526,013;6547763,045;1,20E+07;2,32E+07;76846,72358;1,46E+07;9592738,007;9969684,728;1,73E+07;1,49E+07;71844,52094;289799,2698;74812,5811;69702,54486;133971,9372
90;44,00705003;14,86089161;13901,27199;73187,66285;4052,297033;26685,48176;7017,728287;14592,99449;9726,281934;19841,0504;62876,47201;10331,63368;7848,70299;5943,358126;6163,941893;8475,700533;6107,813775;27161,40441;10188,04459;12630,12517;4785,002834;25974,47718;20238,2219;8227,210051;5,36E+07;4,26E+07;2,24E+07;2,49E+07;1,90E+07;2,01E+07;3,43E+07;1,97E+07;2,92E+07;2,96E+07;3,54E+07;4492376,04;1,46E+07;1,37E+07;5470252,795;1,21E+07;8598331,321;1,27E+07;9084553,257;1,43E+07;2,16E+07;10084,6562;224626,0035;20948,84513;5354,783224;188760,1118
91;57,08401733;21,28343973;1054616,291;908228,6682;1131142,097;1646706,295;580383,4749;3329173,85;680919,2052;979830,7388;1255721,599;1768350,656;238211,205;1063856,878;742931,9969;1646544,928;247889,3212;1239739,399;1031407,544;210086,1864;1512719,467;8439037,171;1127882,009;293856,7755;1,08E+07;2,69E+07;8975044,472;1,56E+07;9523434,585;2,40E+07;1,42E+07;1,09E+07;2,86E+07;3,63E+07;9153802,037;1,01E+07;5576261,409;3,71E+07;9329157,207;3394475,543;5,12E+07;4,47E+07;2,06E+07;5,05E+07;3,28E+07;2783,293829;443,8772064;1435,242408;697,70351;327,5184155
92;68,07436813;21,91452179;15553,89215;6382,315563;10014,40531;10926,25913;11111,98496;11515,20439;8204,365914;5501,270739;9986,809879;7325,502508;3597,015563;1241,153623;7662,286339;2391,107259;6404,33231;5686,262996;1762,733374;5974,021691;1497,914768;1505,017858;1253,540679;3391,018281;2700,953382;2567,790525;5522,668211;3383,999364;4968,574286;6281,205662;5043,350941;2841,453212;5408,338597;3650,345212;4153,48777;2,74E+07;1,72E+07;3683486,603;7058027,348;4,08E+07;1,68E+07;8,33E+07;7,34E+07;7,04E+07;2,21E+08;2961,748923;204,1378787;1330,165713;1311,048123;637,0621267
93;44,00595845;22,18331411;168622,1672;119611,0679;115923,3453;95180,88583;57297,59395;478102,0129;45953,98324;279415,018;43478,78814;39956,14645;142922,8292;146494,0357;268540,6501;220500,9535;107817,5288;57284,7809;65190,14026;95467,39826;104745,1663;84062,18652;504420,9027;108003,9456;32555,09432;32264,02626;43724,83131;80628,27742;46983,40144;161222,5048;40341,24583;14991,40215;5761,178197;113393,4732;63447,07721;5040534,418;689290,0658;145608,4948;3095853,066;1338229,33;4956663,662;1,84E+07;5118323,694;7491753,894;1,92E+07;124039,1006;35130,31804;70813,05127;40351,75634;61121,65129
94;57,08480962;23,74862208;3572007,888;588500,8262;649261,1569;1631989,446;900188,1036;7723726,566;819425,047;2307703,959;1366697,68;1561327,49;178550,257;1021018,136;827169,386;1264451,084;101492,8106;2187421,67;927253,1609;429255,5027;1994603,025;7768053,327;1312206,155;125754,4055;3,76E+07;4,76E+07;3,54E+07;5,60E+07;2,68E+07;6,32E+07;3,98E+07;1,99E+07;7,38E+07;7,49E+07;1,77E+07;1,30E+07;1,67E+07;6,65E+07;1,97E+07;1,36E+07;8,99E+07;1,22E+08;3,78E+07;1,18E+08;5,36E+07;1214,94029;751,9987794;327,0830229;620,3514025;155,791604
95;44,00894401;24,33470702;112055,1921;47394,75907;64260,38959;59141,65498;111396,8175;152465,4811;44793,07391;57066,48137;13074,57455;26407,78737;7502,842859;21445,75211;31963,59283;24165,23997;68797,704;90234,62427;28494,73846;12003,90636;37568,05316;111647,2982;58730,26579;48863,51073;737464,992;273981,6316;622583,1738;988266,013;527233,3631;2872858,838;958049,7011;528413,9457;700323,6642;4431389,383;2618823,397;6547202,358;8415853,129;8649222,952;9025960,274;7608960,022;2,45E+07;1,17E+07;5643009,26;3,26E+07;3,31E+07;13680,56797;44693,67009;11186,94883;12469,75137;50817,45918
96;44,0064657;26,55759196;11688,98887;5068,888803;6834,37961;45755,97034;2756,752634;4378,312415;9213,564933;11021,98747;9964,220965;3812,843633;5238,278449;12373,35034;8054,702398;20916,84163;9338,476573;27018,58408;5672,555512;5317,181688;8060,15482;126584,5101;3950,698287;2788,486748;11842,80548;70302,7592;1548,641469;9578,340218;11877,59892;2413,988024;2608,168967;5801,957362;1457,434642;27832,14378;1906,821559;5522759,122;3672783,677;1060404,186;6665535,706;4010872,838;5000723,975;4151014,913;4024290,952;5736659,541;6131291,997;10881,39149;8281,629439;7295,072539;9962,61837;5610,536134
97;44,00932364;26,86738107;431999,7917;400018,9373;835739,1497;1393298,015;313545,3871;192275,7596;522354,5333;1528751,741;1220281,699;1209350,77;99220,89744;198514,688;250679,7734;118139,363;148406,4798;190333,2315;362048,5768;132707,5006;414363,2541;1893843,105;158217,8519;135844,7402;1781105,616;565714,3847;1457852,456;502605,5257;409436,0419;3055903,251;3625080,541;2035856,994;1598525,587;2622068,106;2641666,305;4826623,742;4255835,055;1,04E+07;6459983,15;4368983,386;8644613,419;6831267,332;5535266,878;5748596,172;5001279,118;0;0;39,20859889;8495,840117;4625,934979
98;68,07405517;30,69357894;423821,5247;25283,05335;134278,089;945148,4397;285246,3991;749959,7231;322216,2405;549233,2785;270144,7525;317287,0885;21,0459176;0;28370,96079;18663,11334;65243,13857;672404,6858;0;130176,834;359033,7273;2643322,446;0;103072,262;0;368,5717865;40,84739857;0;0;0;480062,4918;0;2897109,71;0,00E+00;745,6957531;3,72E+07;5,75E+07;2,64E+07;3,41E+07;2,63E+07;3,95E+07;1,18E+08;1,26E+08;2,01E+08;1,16E+08;0;0;0;0;0
99;55,07051046;28,62354043;2,85E+07;2,16E+07;2,56E+07;3,40E+07;2,06E+07;2,68E+07;2,46E+07;3,35E+07;1,87E+07;2,72E+07;7912085,097;2,30E+07;2,96E+07;2,65E+07;5237988,38;5,93E+07;1,86E+07;7046842,237;2,47E+07;7,59E+07;1,09E+07;1,21E+07;2,93E+07;2,55E+07;3,43E+07;3,35E+07;3,45E+07;5,58E+07;6,18E+07;2,64E+07;1,18E+08;3,66E+07;2,03E+07;1,50E+07;3,04E+07;1,18E+08;2,14E+07;2,50E+07;2,12E+08;5,27E+07;2,64E+08;3,81E+08;7,78E+07;0;0;0;0,00E+00;0,00E+00
100;44,09730774;28,97890595;0;1962,544842;1980,430935;0;25460,19569;0;0;0;7186923,91;7423,911362;3982,945561;28430,03448;8177,35013;3313,467099;4042,381853;0;809,3370175;15376,75616;34440,65798;0;12739,43311;6258,175683;0;0;0;0;0;0;0;0;0;0,00E+00;0;0;0;0,00E+00;0;0;0,00E+00;0,00E+00;0;0,00E+00;0,00E+00;0;0;0;0;0
109;44,00624649;17,95800631;2496603,143;5520274,416;5330496,106;4629192,711;3458093,907;2778386,869;7176686,747;4665214,555;2758589,421;7687850,435;4108792,644;4318082,063;5199397,068;4102544,583;5643691,954;2305784,871;4632801,9;3555562,218;5592512,647;4974834,84;4163975,842;3880609,326;3760511,112;5324073,515;5332453,392;2595489,98;5344506,595;4307426,578;4505050,339;5840897,901;6983052,046;3476285,606;3017266,013;5203318,742;3654848,622;4274190,149;6033557,86;4795720,756;5150780,117;3340135,569;5014982,556;4323075,045;5387674,338;55788,26935;129574,6426;33725,04087;68015,32783;22415,55038
111;44,00623394;23,41486793;1294089,116;809032,8803;753073,0722;1606448,804;491849,1523;2603742,041;1942516,349;1452524,787;1221661,467;1919240,998;637029,3072;968376,7642;2585083,363;1049288,059;1528060,585;1108039,458;1497394,277;565020,3901;3002775,846;3659130,904;2415482,156;994732,789;1866819,369;1612413,722;1665001,289;1339060,03;2206123,335;1688904,683;1366615,486;2789358,813;2528297,84;1013506,351;2116640,828;1042264,591;1190678,348;2044682,336;1675251,283;703498,0645;4177611,086;2209248,78;1017975,237;2136608,583;2634528,195;6632,334732;18119,14984;21105,20596;42127,8563;17945,18098
112;69,08228052;25,29369326;117443,488;13985,04794;12700,97855;70697,27562;42724,26087;231749,8155;12311,79843;3883273,748;31060,54639;98732,88688;18228,14953;28585,23831;235183,122;119455,6173;3989,982088;37929,9612;16507,0713;9507,155738;12129,67006;3,81E+07;44491,6299;542670,3114;17808,16798;82119,69704;20491,87481;31321,48228;25750,11299;9238546,675;80597,99622;27348,21174;74181,83744;61571,19958;71244,69121;53056,03717;34479,66656;60187,13026;93273,29285;97557,24982;164615,7421;60968,91682;134791,5199;49258,16576;219656,9913;447,1171686;49,44740575;173,0187825;173,4695831;274,1490097
113;44,00772704;28,79978912;924569,8236;731143,1313;2000977,956;2103942,171;850535,163;1510376,501;2117021,55;1855892,48;991676,0295;1717881,713;591310,1336;1488289,291;1427798,564;2046857,631;538504,1325;2994190,974;833619,2975;449424,8276;879226,904;3729318,511;845359,0759;666153,1671;6742167,152;1562637,767;3876094,415;6854335,486;3379000,023;7874246,956;9844691,311;5335236,004;7118582,703;3828217,707;4738394,686;7813489,965;1,05E+07;0;9418876,122;0;0;0;3794839,386;0;0;0;0;0;0;0
114;207,0766112;29,33175268;65157,63741;130910,1822;200751,8357;52517,30251;101687,7607;227860,6962;287484,8335;56952,26909;74050,82465;131123,834;96230,13088;241528,5511;1243815,666;134766,7491;274266,4386;625506,7525;286572,2514;314367,9945;151857,7375;362146,6448;560171,2762;273771,3225;109111,5671;118039,0184;75931,66355;1035766,918;531110,4556;239894,9246;650751,0771;177426,2031;410752,819;159944,3013;97742,05905;1356430,086;5482076,032;3139653,035;2563068,944;2540343,306;5138331,191;1888652,702;2769483,051;6391302,658;9567775,229;0;0;0;0;0
115;43,06951564;30,67844679;5005135,639;182986,3977;1031103,992;1,17E+07;3269031,18;8503802,285;2969497,614;6254873,499;2524200,408;3860410,276;88738,06644;591026,0399;3880089,996;181176,0347;679248,9137;8823876,208;4575270,848;1414043,731;5797881,078;4,00E+07;2746759,344;1282667,598;588648,3257;4719148,887;293359,3017;2912928,482;1,10E+07;3639775,327;3930546,304;4452945,996;4,72E+07;338839,599;64630,93911;3,41E+07;6,14E+07;2,51E+07;3,28E+07;2,27E+07;3,34E+07;1,17E+08;1,05E+08;1,52E+08;1,05E+08;0;0;0;0;0
116;207,0744581;31,57910884;355129,7248;261742,0856;673126,5716;191694,3839;175782,8899;112771,6905;395579,5306;163297,8249;171727,2014;268169,729;1589780,422;2298300,791;1776546,74;3746855,663;2043178,944;1754209,526;2810822,296;1440380,733;9301420,46;7019318,541;5098567,803;297280,0186;5408509,749;4681510,993;2878486,055;1005441,217;1607669,237;1,81E+07;3867917,322;336885,295;4,89E+07;1,23E+07;5136758,79;185987,6083;236898,6977;321944,3828;134336,9411;209823,6443;309238,955;177280,449;239378,3351;229319,5429;519072,3097;0;0;0;0;0
118;69,08051575;13,23449911;33349,46449;27075,79475;12960,63202;25024,68261;17223,53011;43160,86109;23131,88173;30573,00844;13018,08499;16899,18385;27876,16572;25847,25737;39370,41035;8674,679416;9610,232853;26025,34157;11351,1301;21569,36614;10481,82225;50912,84368;2522,522267;10230,11952;1,03E+07;3084635,389;8747020,485;4,07E+07;2,66E+07;2,18E+07;1,36E+07;1,24E+07;1,00E+07;2,18E+07;3,01E+07;125459,9997;78511,01405;522091,3554;24600,66705;61254,87026;535667,4869;108920,6418;255545,3074;1284847,453;228168,6067;10955,83594;5711,871746;2785,483726;4976,233616;29700,3301
119;41,05446441;13,97618489;72477,4362;26386,92169;32616,98843;58501,48332;25778,84883;31935,53248;38138,77428;60205,56396;34436,5838;45111,91626;1033,566867;3110,177144;32013,1179;21066,48579;9785,548648;28246,64641;3715,198909;17917,54466;4597,329632;41613,59802;8505,526669;13412,43116;6,00E+07;1,51E+07;5,91E+07;1,62E+08;1,49E+08;1,67E+08;1,49E+08;8,56E+07;7,11E+07;1,35E+08;1,36E+08;251345,0657;1951577,601;3076711,305;4052941,104;1176843,256;1800916,387;2981130,032;3240641,744;5623588,987;2123485,213;2739,175971;0;1144,995405;1896,839788;0
120;69,08110951;14,27429651;10502,32862;8619,366242;31319,05153;12122,0363;8217,21111;30642,28966;27163,92417;7758,590848;10872,79173;3463,864053;35971,35709;36289,91083;7507,927038;9006,67717;10404,67948;8196,486259;32530,41865;11720,38172;9780,181176;17714,33232;9601,297581;5401,107272;3,39E+07;6138514,174;4,09E+07;1,31E+08;1,12E+08;1,14E+08;1,15E+08;6,19E+07;5,33E+07;9,20E+07;9,97E+07;324154,9072;1466170,435;3109792,078;1,17E+07;1802542,687;3225961,358;2024087,354;1894357,077;6675355,003;3901516,078;3809,541625;7298,54552;2019,580252;2463,686637;4796,78333
121;93,08675639;14,603119;460,3393299;298,2517884;712,0889828;302,5425811;483,0750812;775,9264318;387,0329069;558,8456867;411,4685013;901,832613;502,5542377;680,1969746;729,8738124;326,444742;286,7612161;679,9674038;6040,266377;211,5815183;984,2192153;338,3778002;66,52627679;696,6691186;6373611,184;766066,4802;7503583,738;3,10E+07;2,63E+07;2,90E+07;2,42E+07;1,35E+07;1,09E+07;2,19E+07;2,26E+07;399,5462662;2562,052763;22945,63121;320,9376978;307,3064558;228,0482792;50,16616525;442,8315073;452,5865096;41,67823528;962,0785487;474,8277197;118,1928648;218,1913871;4134,371643
122;41,05437587;14,68833789;100131,3676;44810,14995;69231,84358;38532,61407;27076,77193;124219,8926;68812,29237;41945,44098;39725,87133;66253,06838;71445,62293;52134,12115;81635,7266;39785,09834;65735,04629;69993,7102;28016,3402;57026,51709;45177,05961;133967,2976;33200,76562;27986,65409;2,59E+08;9,21E+07;2,90E+08;4,77E+08;4,39E+08;4,34E+08;4,87E+08;3,27E+08;3,02E+08;3,89E+08;4,11E+08;100088,9732;487204,4508;210104,434;176626,6795;86022,72766;467221,2422;170378,9795;184465,9409;563839,5559;403590,7752;6264,769166;0;5136,490796;3248,939535;0
123;69,08098612;14,8638166;727,9780086;3085,120687;178,6775715;1282,160976;283,64981;693,5891834;427,5993493;7855,929604;3112,798223;492,480214;432,8970537;339,0535321;377,9548964;367,8136359;311,0899439;1289,365705;511,3146782;664,1311274;282,5872748;2183,686672;489,8258765;362,9556055;1,20E+09;8,24E+08;2,05E+08;5,33E+08;1,96E+08;2,86E+08;5,70E+08;2,16E+08;6,91E+08;7,19E+08;1,01E+09;2341140,151;2,34E+07;1,99E+07;4423405,709;9539927,892;6267940,111;1,67E+07;8772929,726;2,15E+07;5,92E+07;506,6987215;5595,602283;369,0015532;173,4438593;5196,539156
124;57,08505692;26,04629815;3763605,564;502055,087;339144,5981;830691,1127;608889,7243;2013341,093;457266,4426;3977287,657;1325965,416;1602462,595;420394,4004;502422,2628;650631,2119;1175854,768;81483,49782;1505603,344;771916,8091;215406,2957;566643,8537;4393729,145;1688121,659;193370,6515;5,53E+07;1,53E+07;3,63E+07;7,39E+07;2,28E+07;8,51E+07;3,60E+07;1,67E+07;1,06E+08;3,62E+07;2,26E+07;5473120,249;1,06E+07;2,98E+07;1,11E+07;1,07E+07;4,52E+07;7,25E+07;3,28E+07;5,14E+07;5,64E+07;610,8247527;221,4475601;321,5328971;457,3540976;190,7100022
125;44,00611262;28,2109532;2542554,634;937246,6891;477824,0511;1607463,211;561821,7021;2047491,153;1984183,251;1007155,175;1751871,278;1002902,096;457928,8666;263018,7625;1046710,178;1496880,667;34975,9176;2270121,164;490785,9681;295138,9058;358177,5553;2544230,671;3113590,914;324937,496;4927055,664;2131598,327;3130807,742;4393904,764;2989135,219;5426399,902;3714558,871;2941669,78;8334941,411;3327820,798;3599550,258;1973218,786;2313706,562;3317974,708;2181607,322;1957956,769;9375867,814;5608281,717;4644197,76;6167612,623;3856991,013;0;0;0;0;0
130;44,00550522;15,0541586;266598,0026;99453,58398;176543,645;278832,1692;295355,8359;242161,0839;173537,9241;198754,1159;210301,6978;209217,6484;69960,51609;64948,67637;81740,89936;128178,0711;67697,76846;130954,5074;89445,3334;130952,1015;28534,11799;180406,4212;74791,72892;123817,0979;0,00E+00;0,00E+00;16580,55757;48531,21619;49096,25813;96566,36594;12423,20295;20284,34542;0,00E+00;22572,27052;1468,723342;261519,6726;604092,2476;514398,6249;55930,1146;1067339,479;52539,1023;421254,9837;312657,7048;410099,3205;905343,1425;4272,960522;378521,9348;49803,00933;16499,34965;112800,2157
131;44,00551476;15,18787749;63328,12505;21956,64158;11368,88864;42634,67926;3675,593263;560216,9636;34410,94238;40447,24179;21524,02045;13244,18669;18196,46355;49968,16187;21576,12964;11197,4386;10090,49882;14239,65123;6101,158305;57241,02509;30733,25272;3564,405329;69283,39141;14415,84398;1127774,119;609218,6224;721015,0632;2290799,833;1349911,99;993822,8329;545419,8831;1030341,761;467372,7402;1157548,8;1689788,759;296522,5526;331312,4992;397209,9581;367743,8006;31198,5228;1695414,521;178438,6413;361331,4905;1749763,848;397282,7625;66613,64514;479654,3669;10297,63511;13094,59885;79931,16395
132;44,00564011;15,36470787;5497,573633;8310,587888;8570,534751;8315,169211;22574,64684;80247,30111;11859,94914;8681,372237;10877,43296;8423,741754;17500,7001;3027,05794;5586,812789;7652,524807;5755,417647;17676,83403;5431,199012;13411,95271;18713,90013;103844,1378;8309,839889;47762,97814;43179,42076;18006,99677;10566,21015;6647,822937;12510,13625;75332,33413;0;24287,34034;3419,137558;7366,443752;4663,231905;23023,17147;42578,19792;14989,84489;69134,07352;34208,45824;123786,1488;9443,508806;20331,80901;181810,7672;62223,73969;11176,44913;278350,961;5173,974936;7932,593743;482109,0786
