row ID;row m/z;row retention time;AF_G_X6_C8;AF_G_187_C8;AF_G_193_C8;AF_G_X5_C8;AF_G_191_C8;AF_G_070_C8;AF_G_X3_C8;AF_G_X4_C8;AF_G_178_C8;AM_G_155_C8;AM_G_194_C8;AM_G_175_C8;AM_G_165_C8;AM_G_180_C8;AM_G_189_C8;AM_G_163_C8;AM_G_167_C8;AM_G_181_C8;HM_G_150_C8;HM_G_169_C8;HM_G_162_C8;HM_G_112_C8;HM_G_X1_C8;HM_G_158_C8;HM_G_159_C8;HM_G_172_C8;HM_G_005_C8;HF_G_195_C8;HF_G_196_C8;HF_G_182_C8;HF_G_201_C8;HF_G_184_C8;HF_G_100_C8;HF_G_170_C8;HF_G_X2_C8;HF_G_082_C8;1_C8;2_C8
206;57,1;16,39;166519,9513;102933,1312;227523,9266;184860,5822;261469,4076;417258,2987;301598,3711;127440,8099;323872,5258;173035,0807;249504,4057;146817,3809;204027,1752;299972,7804;173877,3806;94466,85707;135338,1407;112491,8056;398940,4056;98069,58378;594733,5266;891406,0225;206423,4486;712127,6838;664007,9672;2159002,235;1626815,544;7213,020988;88574,88932;370295,904;720167,5618;1352298,173;917901,9309;1617570,849;3835961,305;2289343,461;244907,2609;307789,2206
207;107,1;16,97;5045,999433;1531,140661;6562,039135;9695,560169;4420,249493;134619,5908;60864,94229;3516,539198;15016,66461;14386,63162;49560,97419;23233,35947;27236,67018;125903,2678;30738,80355;81701,15403;17971,473;38925,38114;414678,386;212085,2841;139199,0784;208307,3557;274085,659;875505,1844;3509543,002;4044281,536;283642,5295;343,6073962;12291,31324;8459,044193;35199,18496;37551,53955;97585,58213;80451,93613;231701,0131;385339,707;4481,551142;4872,349394
208;74;17,18;2400,123303;1040,595308;5622,362033;13387,47813;2914,428281;15384,61186;3542,763485;2708,382446;14248,10765;1204,070079;4623,999668;1621,531114;9746,67203;13009,90458;1894,906709;981,0335971;2009,1953;1123,27261;138486,4952;4,95E+07;6601836,807;357403,4381;193475,6443;9737671,55;4,26E+07;4,72E+07;2,25E+07;123,0166858;29686,16592;5030,061709;30105,21316;36297,92355;735562,9061;158008,3511;138435,1694;8174818,923;11823,46145;16991,70232
210;119;17,56;2113,70701;2934,002666;1794,132825;2139,488503;6584,586256;3514,508836;3987,046241;733,5754797;4328,591316;1796,771873;5495,148427;24438,36538;8862,259754;13131,50927;6145,017185;3868,425232;18875,75748;5796,005595;299091,0284;109790,8786;23574,99697;125070,3502;277381,1306;1816880,941;90852,94899;6,04E+07;817455,2114;816,4705659;994,3137923;15055,28453;275296,3501;44763,53342;10381,42804;105198,2404;113221,567;55709,93737;5335,750532;9885,452174
211;43;17,68;67158,84575;48906,08003;708800,7913;469607,0452;168881,0484;91644,15406;51519,56811;1,57E+07;454085,2718;143687,4741;638586,6748;361370,8993;1204951,966;6802670,644;88699,47095;2342555,545;1342508,502;344898,3296;885968,1447;2336915,577;866698,0538;1093936,76;1,02E+07;2,07E+07;2037472,739;2,21E+07;8411868,456;10213,50019;915244,0386;225099,8765;1308773,045;989273,2094;266311,475;2,11E+07;1603893,955;653887,6487;36144,70611;39782,36215
212;44;17,97;80652,22313;208358,7818;174010,8982;185480,9142;6760,291777;639553,4356;22729,03167;105244,8576;50483,60471;537402,7709;1238968,379;510712,0969;548699,6721;1078005,705;674366,964;470418,9313;1527543,502;746940,2001;162463,5815;926210,9693;413387,2418;26068,3717;1067355,494;0;425444,7;3042982,693;1494810,898;138089,879;480999,4418;445378,1809;935005,9706;588948,9187;289650,0012;812534,0912;1675667,032;1024060,162;8464,524935;140613,576
213;43,1;18,65;2685436,393;2123083,551;2423445,317;2068203,93;4225146,91;4033291,799;3133112,288;1927218,996;4722052,26;2067777,757;3426887,088;1961555,545;2888434,299;5105782,73;2442706,276;1929843,998;3492195,21;1865423,784;4548666,631;993044,6004;6458222,365;8887544,833;1662143,401;6165055,538;9964312,477;5,00E+07;1,43E+07;31675,76297;1594491,663;6071933,389;1,17E+07;2,11E+07;5708326,97;1,65E+07;3,54E+07;2,60E+07;3782948,504;5295056,407
214;88;18,73;0;0;0;0;0;20799,74332;0;0;3044,484787;0;660,1558438;0;0;0;0;0;0;0;6,31E+08;3,75E+08;1,20E+08;5,08E+08;3348374,548;8,76E+08;0,00E+00;1,56E+09;4,66E+08;0;0;0;0;0;0,00E+00;7754,56061;0,00E+00;0,00E+00;0;0
217;43,1;19,43;2401,225972;1546,758557;1454,366357;1960,074047;12000,67115;35082,52335;18616,81356;2468,967287;22974,95796;25590,88727;7611,311156;1123,137505;1062,858329;8470,139544;744,3706846;619,1066242;371,4279925;1998,974426;3663392,668;1943946,268;202836,9951;2154158,728;4216369,664;3,13E+07;8100687,508;8903378,597;3,56E+07;3082,061399;466,2451176;6037,105555;12119,77856;15958,36809;17690,2469;8345,038868;53651,26232;21144,56097;17768,74853;7113,575452
219;55,1;19,98;67975,11883;4308,875554;17572,23204;30416,74191;31608,24324;117487,4632;25309,86056;67471,41089;73195,66376;14815,89965;1781,786776;0;145464,5804;12822,46652;104710,8715;6563,409896;9778,612996;42779,58517;750033,2349;758068,5989;97215,32806;945924,9789;525015,1248;925819,4456;1095790,932;5253603,774;3834362,526;2525,542701;831,4055334;16732,29258;130987,2472;175667,3796;100491,5467;128968,3717;116820,3093;138763,4364;27432,0207;15106,75956
220;93,1;20,3;7205,935431;3236,838785;15161,76718;27031,59284;19593,43287;40157,41755;16313,6524;7106,108077;33317,2979;7488,839431;166311,4379;20234,92541;32796,69686;79546,67843;20822,53213;73022,14404;14946,14252;18545,80729;915275,9673;22994,1375;121022,6026;386153,7577;167706,7988;1102826,392;7207278,966;1951624,794;108508,9991;1573,55823;2665,584875;10693,45599;58287,2655;102764,5091;101107,4883;202907,5939;298076,2903;152203,8854;9296,974279;10807,77659
222;41;21,1;8232,745885;60107,45677;14410,02096;35067,82962;27536,94357;114385,8357;27250,3686;20854,14156;58303,34476;18355,81653;20586,35144;7305,295485;44204,20632;32922,53705;17501,99377;164686,4888;18862,93124;259776,993;263159,74;424995,3199;296766,1648;365832,7852;138424,9023;430509,0192;399846,7719;4015590,17;1580421,153;5072,286376;30186,44364;12341,80632;31787,04402;82250,22594;67104,36271;113364,6242;881321,3723;492524,2836;40613,16527;14068,67031
223;74;21,38;2600,323156;576,7270383;2551,52363;4201,145933;2609,033039;1956,297709;3937,502492;2666,788706;4581,690789;2358,301005;4251,658919;1700,719973;1680,926235;3740,80227;2041,54316;769,8233471;1344,632644;5193,884872;39185,50545;5638810,637;709020,4617;84796,54351;2422,861624;5197146,051;1,59E+07;1,05E+07;2,82E+07;948,3529478;682,4647956;1719,357642;4378,570684;5028,104373;11246,75524;19908,29525;13617,14501;4176,857124;2971,497616;3006,996171
224;134,1;21,91;1459,40708;675,0526039;129,2810836;4542,905809;251,2730093;283,8323339;2468,720182;1886,106741;225,4732652;4402609,256;200431,2031;1690183,548;4185652,066;3,03E+07;1187924,191;1148576,9;1,40E+07;710741,6678;1005314,629;2029888,364;6717289,045;804392,2839;9868,023179;1052216,808;1,44E+07;3,43E+07;1045817,204;655,6648172;1400,008799;192,2103625;5058,802401;561,5002048;395,4098972;49234,91993;13667,95988;541,7641007;1975,368425;1889,355288
225;88;22,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295105,2124;810751,8948;209651,9979;2029647,42;833626,3754;2161598,35;4070202,24;8754622,036;1162389,596;0;0;0;0;0;0;0;0;0;0;0
226;88;22,74;0;0;1111,535351;0;0;3608,901599;0;0;0;0;0;0;0;0;0;0;0;0;7,56E+07;9,76E+07;4,09E+07;1,29E+08;6,27E+07;3,49E+08;3,20E+08;4,62E+08;4,79E+08;0;0;0;0;0;0,00E+00;42542,97566;130501,8937;9502,166481;0;0
227;43,1;23,18;20505,94824;3542,571073;10921,7229;27907,93583;39791,23235;35804,69318;39755,71159;28076,21143;51239,04751;47484,3346;54936,96214;79789,47418;29117,1715;39493,90305;38537,59979;10408,42213;45134,51239;41678,70233;100311,8987;25875,77756;24801,96974;54396,70035;36724,91657;33807,90729;134726,9391;1,98E+07;6273921,697;7778,685578;2019,166391;12094,4293;22238,65118;27483,39288;44696,69401;38769,19411;171789,4711;106645,2563;23235,23382;22064,62232
228;68,1;24,01;8271,321569;3662,368952;18296,43977;20542,21921;14786,61647;132080,6851;13482,42225;12025,44758;38149,63104;195813,05;3633,660455;24876,40682;62356,68048;350075,048;24795,85488;13561,90565;16286,75192;31166,49479;2,75E+08;8,80E+07;4,15E+07;2,18E+08;7,81E+07;4,02E+08;5,41E+08;4,20E+07;7,62E+08;936,0814482;1722,505066;5582,861815;30646,40614;19808,75937;27569,99265;193261,277;432844,6397;172111,2918;7948,983422;4688,885919
229;68,1;24,31;18248,25546;2896,386925;15544,90608;29585,24663;21092,24194;75798,87267;31391,85908;14906,82381;40678,60611;36367,31143;56853,88096;21736,2712;36308,24661;35196,14034;26394,62002;4539,579836;15381,4661;13584,38284;576247,4571;139398,8711;59090,66521;239936,8412;984044,4394;474269,0023;775537,9624;1,04E+09;1,70E+08;2268,044262;2347,579123;12387,87345;55622,69992;79447,54203;3,40E+07;183904,4082;119823,0457;1,20E+08;15920,7232;11182,35887
231;44;24,87;64004,60256;30245,07377;97360,35965;6962,82843;163061,8465;465665,4914;149403,1885;16421,21475;120610,5622;367861,8556;229621,3407;18986,77261;247912,0171;285549,4351;674497,7626;395214,1747;320746,6948;246042,1919;1591225,595;1965803,076;617040,7098;3336876,672;227018,5444;1791579,372;47881,29053;1658337,84;3598432,586;31607,19948;116026,5553;95151,4106;190863,3798;3686,651004;252175,2895;12668,13857;1890133,776;176,7698437;43043,58388;36486,36448
232;55,1;26,23;95756,3854;19897,74932;40407,59641;101128,7331;107377,0448;49440,87047;98454,43105;73761,43249;21436,26992;332921,7333;228695,2353;134684,4586;188749,3603;296096,5615;164271,9985;13527,27352;59463,77963;76338,25075;482419,9823;58666,21701;2771,155545;87454,47309;5918664,654;13635,22869;160696,4467;2835537,937;8501,738237;3057,402678;9028,456072;93867,17435;236367,2331;36533,7068;183735,1695;617483,1266;759642,137;666081,4819;84463,09781;115497,6113
234;69,1;15,56;3538,665071;1544,441758;19962,72176;32732,64923;11885,21311;204710,5144;55603,90112;4658,248441;47314,63281;11932,60868;41155,8112;11829,46814;9093,696525;22724,67227;14130,9657;4881,99906;45625,46272;5942,739738;118660,3764;2748613,486;311139,586;479918,9599;2196067,552;3568728,294;1258397,798;3736837,987;8361666,652;271,2782898;3290,257711;21681,34117;71023,14882;170948,8728;277334,7246;722420,3345;3276150,276;330220,0724;10974,01384;5650,540002
235;74;21,38;2904,62821;621,4697407;2663,301737;4465,626234;2796,389031;1956,297709;4472,025336;2937,294714;4782,035965;2611,457597;4665,502131;1944,668015;2038,027687;3786,812537;2349,628285;907,3783598;1612,062913;5344,878391;39639,30137;5643320,674;709199,4056;84972,3861;2526,594391;5198436,47;1,59E+07;1,04E+07;2,98E+07;1100,58012;731,7951027;1832,040217;4622,107002;5028,104373;11246,75524;19999,13992;13617,14501;4618,378625;3099,504023;3346,499107
237;88;22,74;0;0;1111,535351;0;0;3608,901599;0;0;0;0;0;0;0;0;0;0;0;0;7,56E+07;9,80E+07;4,09E+07;1,29E+08;6,27E+07;3,49E+08;3,20E+08;4,48E+08;4,82E+08;0;0;0;0;0;0,00E+00;42542,97566;152227,9202;11956,9455;0;0
238;68,1;23,98;8271,321569;3829,047308;22226,09833;23039,39727;14786,61647;138484,6698;5112,954531;12025,44758;12009,94194;1323,955636;5491,034679;24876,40682;4583,231954;4112,671314;24795,85488;13561,90565;16286,75192;31166,49479;2,75E+08;9,94E+07;4,15E+07;2,18E+08;8,37E+07;4,31E+08;5,66E+08;0,00E+00;6,03E+08;297,4320496;833,6434055;2297,081566;34499,15458;29134,71096;37530,40953;253930,2748;451105,0646;172111,2918;7948,983422;2552,95034
239;55,1;24,31;77080,96664;14890,65988;76178,24679;124323,0067;89034,5921;313863,8342;126334,7592;62755,87153;172552,1066;151175,3781;236761,6326;88973,75554;149355,1398;147433,4888;110010,6084;23132,48803;72963,66704;59430,02529;1574341,344;355512,3686;201036,2165;706038,8788;2883207,992;1099630,455;1930946,134;1,93E+07;4,28E+08;11889,0348;14181,24597;59066,29992;234042,0706;344938,2812;1,04E+08;748626,9331;460159,1211;3,64E+08;68031,86205;47746,42014
240;69,1;25,16;4555,369885;1850,697725;9760,658411;27519,70089;16071,02109;53585,22427;4011,962326;5465,834396;27688,88241;40923,86253;30652,86964;5763,443598;11324,52275;16488,34589;13206,71476;2360,604575;3326,448471;3899,322159;793415,074;1929711,314;2017256,349;6386120,507;2075598,202;6863836,709;5894237,762;1,95E+07;5,86E+07;2580,050266;2033,665559;8946,685557;23585,94509;54887,81753;90787,81279;290977,8792;132449,8304;59194,53278;16505,06863;13655,59822
241;55,1;25,89;78535,14118;12200,71444;27692,05097;174112,9284;80965,14502;154868,192;28153,58864;33959,15641;125563,0315;125347,9116;84318,22904;104969,5149;65243,44375;106155,9356;43082,65817;25280,459;21401,78081;21970,38831;613066,2555;5193034,638;2168437,707;7546808,911;1,31E+07;3422567,797;1,61E+07;1,75E+07;3738260,542;3090,974351;4347,293005;57764,61477;323583,1865;686485,171;568130,5239;1436302,33;327561,2078;610025,2284;63223,49181;58506,87845
243;43,1;26,26;55407,83864;10517,31181;30929,87057;59511,90121;83618,59303;110422,1942;80579,48577;37400,04647;120828,9481;143574,8407;102109,1199;74380,85076;85802,98632;136117,8463;77595,63416;239,7233015;22104,31882;29167,97331;345582,2403;1269582,69;391855,8055;5816704,283;6503314,626;2425661,359;3649981,56;4,53E+08;6,26E+07;1672,511876;8189,734817;69536,699;149070,1111;312127,0114;144486,2042;376772,1246;460880,7892;495606,3222;54238,16744;74012,51172
