row ID;row m/z;row retention time;AF_G_X6_C8;AF_G_187_C8;AF_G_193_C8;AF_G_X5_C8;AF_G_191_C8;AF_G_070_C8;AF_G_X3_C8;AF_G_X4_C8;AF_G_178_C8;AM_G_155_C8;AM_G_194_C8;AM_G_175_C8;AM_G_165_C8;AM_G_180_C8;AM_G_189_C8;AM_G_163_C8;AM_G_167_C8;AM_G_181_C8;HM_G_150_C8;HM_G_169_C8;HM_G_162_C8;HM_G_112_C8;HM_G_X1_C8;HM_G_158_C8;HM_G_159_C8;HM_G_172_C8;HM_G_005_C8;HF_G_195_C8;HF_G_196_C8;HF_G_182_C8;HF_G_201_C8;HF_G_184_C8;HF_G_100_C8;HF_G_170_C8;HF_G_X2_C8;HF_G_082_C8;1_C8;2_C8
118;88;22,74;0;0;1111,535351;0;0;3608,901599;0;0;0;0;0;0;0;0;0;0;0;0;7,56E+07;9,78E+07;4,09E+07;1,34E+08;6,58E+07;3,49E+08;3,20E+08;4,48E+08;4,80E+08;0;0;0;0;0;0,00E+00;42542,97566;139269,0828;11956,9455;0;0
119;68,1;24;8271,321569;3718,33217;19553,01759;21217,43537;14786,61647;134669,836;13482,42225;12025,44758;39895,74403;195813,05;4232,370823;24876,40682;62356,68048;350075,048;24795,85488;13561,90565;16286,75192;31166,49479;2,75E+08;9,38E+07;4,15E+07;2,36E+08;8,13E+07;4,15E+08;5,56E+08;0,00E+00;7,69E+08;297,4320496;1722,505066;6066,68151;31662,30339;24190,80356;32044,18958;212639,9803;438986,1614;172111,2918;7948,983422;4688,885919
121;68,1;24,56;622,1252598;1627,931177;164,8474626;17052,57163;1541,771404;1678,439756;471,8474983;7819,754329;1820,18806;22217,36665;22,96908195;16273,51237;21398,1165;260198,1361;48216,70543;5274,567913;12758,1347;11601,86278;1,06E+07;4,21E+07;5361569,895;3,80E+07;3942030,09;2,00E+08;3,72E+08;1,71E+07;1,56E+08;1328,085849;645,2436275;7505,75393;16475,05351;3197,017892;1092924,482;99738,05947;15658,47815;4707788,243;11799,54458;704,3697932
122;69,1;25,16;4333,982895;1801,746609;8882,70225;26952,22877;16071,02109;51331,4652;4011,962326;5319,428257;27319,28486;40923,86253;29674,92965;5403,559253;11324,52275;16488,34589;12566,57162;2360,604575;3326,448471;3899,322159;793415,074;1922777,043;2017256,349;6436132,998;2075598,202;7114536,807;5893780,021;1,99E+07;5,71E+07;2474,40648;1892,236031;8674,856868;23339,86513;53849,16677;89210,11484;280571,7367;131469,5683;59194,53278;16442,63061;13277,51999
123;55,1;26;54375,76441;14266,40928;56875,31989;94886,04135;96989,80988;166473,9006;71079,21571;39692,62225;156973,3737;100535,1587;114001,6837;74978,93899;65300,05857;162154,5009;52034,10857;15638,76222;37867,44585;30758,93278;357047,872;755952,2942;1295450,556;4722976,406;1695671,846;1153987,548;4569893,2;8721384,693;2519381,919;3246,224727;9367,001054;60980,87818;150866,9332;364775,037;364447,6984;826630,1212;648106,5686;327784,0918;42684,52142;53044,26907
124;43,1;26,28;2800,89459;936,800274;21204,15883;655,2753836;77671,68068;104773,8051;73696,02456;0;112434,7203;127132,6449;96484,70768;238,6877641;70939,91627;116730,4143;0;239,7233015;15235,94702;17468,21511;335077,3467;1268696,367;366395,4043;3408818,323;4766653,261;2424101,687;3434941,617;3,42E+08;6,39E+07;2119,933363;0;51753,41215;1163,034251;302431,9598;130211,4921;537491,1536;100863,428;388718,8467;47979,69215;57604,41503
125;49;5,66;447007,2606;1654843,119;917365,769;264820,6125;653307,6294;431653,8033;526895,141;1293964,52;636175,3717;1088878,406;299602,3688;20631,30139;318074,5272;341778,7695;282981,5536;940043,0314;768722,7103;283241,4648;1406110,204;0;770084,6487;2288885,9;321206,3729;2908653,975;864676,4191;8558110,32;1989931,7;2039,019468;0;2498156,625;1506509,458;2589548,596;2538314,023;3162920,142;0;7461831,42;1481845,265;690136,9469
130;73;18,68;105582,9581;156,7826815;198373,1523;103663,6152;349376,0263;534863,5511;264080,4557;74291,47551;428143,4967;228431,371;455487,6051;0;0;314012,4645;0;0;0;0;1,73E+08;1,93E+08;4,23E+07;2,01E+08;2,14E+08;3,34E+08;2,68E+08;0,00E+00;2,71E+08;6143,454511;0;1087,875345;610366,3049;829690,3528;770739,3721;786445,519;1229306,949;0,00E+00;358105,7336;276230,9043
131;68,1;8,17;32075,16697;26266,10348;34956,31502;25337,79937;64102,06524;53292,25041;51035,5454;18692,99082;72752,49934;20679,34555;52065,16499;20744,58899;30959,75433;70068,15783;31470,15278;24479,93397;55895,02188;19748,62099;82556,79572;9883,740831;106764,8107;129671,824;1,24E+08;115968,5132;105562,0393;520151,3902;154568,6379;16682,6481;3936,553263;91822,03973;107581,279;310798,5909;76874,85337;166456,5726;193832,0678;228082,7735;46817,85871;72396,42881
132;55,1;8,56;19413,70008;141973,6407;32446,83251;5579,148533;2633,13366;29111,66772;38405,56026;8692,037747;23474,16553;60250,79285;22636,19811;7081,125375;4002,946224;20430,59529;835,9100176;155162,403;28745,52132;1895,944647;38677,39757;4544,360203;85148,01566;289460,067;2682420,139;793360,3395;47795,62029;2965890,361;172025,9937;929,6711949;2576,431282;476187,8902;93904,42222;0;540961,6182;1160835,22;1664442,062;1073867,62;6235,963145;11856,06009
133;80,1;11,87;13423,11761;4509,018264;8755,499701;9953,197686;15625,79214;13419,52434;13353,15478;11492,74729;16458,98767;1,72E+07;5,17E+07;8,49E+07;8,96E+07;1,70E+08;8,54E+07;4,75E+07;4,60E+07;9,62E+07;1060596,971;166729,203;71176,54922;515595,7567;3427803,019;4245026,656;197418,2784;1810754,816;1184354,963;13299,20056;940,9099442;19213,1534;31227,01797;49317,40926;29654,65342;40831,66301;62247,45218;63100,92567;14746,57971;19796,3864
134;80,1;12,46;3368,777285;1356,011313;1880,624977;3116,086149;4283,946325;25340,79295;3258,095853;2519,29644;4040,574164;7643,817033;4995,40037;928,6386861;0;1950,524047;1719,542507;4514,287634;2219,188099;0;646,9277682;628,1675036;5209,112877;7547,949305;2461071,353;3231,807366;6695,072991;9938,883504;8635,739376;302,1928187;370,0407219;4400,174337;11189,71724;14269,42623;7059,673022;15973,54936;31356,11666;23969,77254;3894,262986;3996,69572
135;88;14,21;0;0;0;0;0;8454,20189;0;0;0;0;0;0;0;0;0;0;0;0;906805,6926;47139,15858;7233,28444;525891,1881;1,07E+07;5696486,174;386063,6858;2999263,429;189116,5275;0;0;0;0;0;0;0;0;22230,87557;0;0
136;94,1;15,38;4562,705403;1640,927368;6677,766786;7734,595124;5524,308041;12030,67021;8123,791993;3748,763158;11792,17838;4571,443682;11895,72707;3385,279826;4949,386858;16507,24062;4372,72286;2668,820307;41939,9588;1131,658346;11759,6209;940,4154416;20703,03745;34585,18428;8,28E+07;17123,43701;17477,36872;60278,05847;68620,27503;72,26144162;1251,394173;7365,368745;28787,1909;31671,78518;34184,41745;71385,01584;83494,2011;48147,18623;6439,303742;7062,795568
137;80,1;22,28;5412,459121;1419,280578;6004,516393;18944,66374;10073,66661;28489,00772;10245,53695;6354,125111;17532,59896;3556,642192;88211,28482;38099,82252;24161,44806;48949,31365;34361,64081;11324,71189;25900,66334;52300,85218;285864,4213;72889,01849;115275,4655;366102,2865;3826192,349;286203,5366;590033,5866;944635,8979;291693,9056;1389,634032;1208,614869;6825,782084;21832,94812;36206,64901;51094,8096;124072,6051;106490,1643;30173,20539;5822,0617;6614,917588
138;80,1;23,34;15741,66463;646,9923164;3402,21248;19313,86791;4204,647458;121,6411216;6409,421879;7387,781093;3248,586299;7384,173953;1051,308916;6542,956377;5913,310774;9110,165343;7371,013717;901,738514;2479,916596;5189,996198;2266,060088;762,5515364;56263,95618;52609,02914;1355954,69;3304,293542;14400,87599;67794,6367;60726,56533;1212,628723;186,8789872;2200,254861;20912,38796;10650,76921;18388,44465;13619,57771;24923,74484;6669,063578;4679,221454;5289,23777
140;68,1;24,55;622,1252598;1627,931177;364,4340951;330,9373537;1270,78577;2556,468279;471,8474983;260,7429952;1820,18806;22217,36665;22,96908195;16273,51237;21398,1165;105,3965379;48216,70543;5274,567913;12758,1347;11601,86278;1,06E+07;4,24E+07;5361569,895;3,71E+07;3881755,146;2,00E+08;3,72E+08;2,23E+07;1,56E+08;109,2911606;31,1826752;7505,75393;172,7216641;4683,024796;1092924,482;218,7261621;15658,47815;4708108,035;11799,54458;704,3697932
141;88;25,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118779,9799;5875325,387;412106,0979;3669842,028;1,31E+07;3037523,974;1,82E+07;1,86E+07;3078743,339;0;0;0;0;0;0;0;17918,75828;0;0;0
142;69,1;26,25;47861,52756;12463,62862;23357,31249;49175,24755;59362,87507;88297,21506;55416,75839;35661,35811;90186,41474;126953,2244;95328,861;64999,12847;72215,85891;120650,043;67740,16748;6605,710724;17006,8931;27025,00145;289180,437;313872,6344;266740,5199;1848444,104;1,34E+08;700630,0733;1053218,996;1462627,24;1,41E+07;1183,335073;8467,049625;59816,49437;170042,1928;264131,3367;112597,2708;513750,7366;588759,6193;508489,3174;39419,82348;57641,39428
144;49;4,53;66594,00286;115973,9486;180842,5151;56950,03407;111457,0502;113507,1865;58628,90274;419748,4242;68408,8344;17876,71761;71300,662;74135,40977;57403,78071;89008,32682;54971,13522;100307,9764;144389,1689;32838,41051;493653,605;0;399077,8384;127535,3695;47288,30431;1491011,369;645071,2333;1266400,081;378235,0296;735,9741044;0;283166,6559;782110,7862;1715117,023;108860,6066;190966,1307;3106373,315;777838,8179;98977,7867;114543,9079
145;43,1;5,63;176070,0182;482768,8643;34890,47257;105628,4694;83693,06337;55120,21932;257801,4062;667368,1952;451123,0508;469194,1833;42875,4519;7851,889634;9704,165344;5108,489222;103816,4105;8525,636037;16349,12732;102992,3675;998582,5862;0;467281,6937;2052773,873;142042,9113;193020,4969;641836,3364;1,62E+07;2009249,894;533,8532776;0;1258436,884;1142385,984;305583,5594;299443,1036;2794742,963;4,16E+07;1,89E+07;739628,2659;326572,6284
146;57,1;6,06;2369,722907;20173,82518;142592,2436;1280,055152;33700,62444;1862,421514;2012,487617;229034,9029;4750,945969;184,080575;77906,82126;6271,912183;34789,98366;4291,813185;955,214076;844,8283128;3443,131236;1649,181848;6656,47556;0;297249,0724;126508,493;2666,933592;156438,4167;56543,62606;237961,99;462851,6393;607,1975764;0;308718,2793;306936,993;879298,2644;832509,8175;1140951,934;4999543,849;344033,2904;45684,46005;97030,83928
147;59;7,37;21671,16734;9239,901022;15967,7743;17067,31683;17501,38443;27487,65956;35050,42229;10175,33685;22046,60197;15068,62642;20103,80331;15400,8141;19795,18938;20878,55456;20295,59219;13865,54883;23184,92034;14074,56012;40871,21375;6437,955122;36243,22397;47194,65028;17127,65803;56037,59584;56814,99682;252959,6531;105182,0829;16583,93708;7537,749151;29847,89001;59356,99859;125223,4394;33536,60318;71996,62901;1,50E+08;7,57E+07;16569,13623;26782,58256
150;59,1;9,72;15625,0475;8477,015566;29941,79425;17190,69172;15419,27834;47067,11535;22341,0769;3905,866638;31814,67451;9989,864947;22522,71874;4613,168268;11846,58737;22403,30339;9889,869577;7425,383497;24336,81038;5081,842548;73781,50284;9299,685375;114573,4072;160885,342;41090,37233;166044,1724;154637,0657;1379701,319;166145,9502;96,00588125;10674,94;58213,63939;184960,4179;261171,4574;131925,2041;457328,2481;1961265,164;668474,2282;9381,385899;16435,3913
152;97,1;10,09;113053,4941;156176,5625;241955,0408;67382,56661;228732,3868;315862,7084;195653,0134;67863,64238;209713,1598;164627,2928;332162,9071;115883,5094;220558,6963;432096,7022;217737,4802;282008,713;483589,2714;318917,7638;515744,4949;362140,457;582386,3672;715525,1064;298887,3635;1314080,522;802970,8226;6787723,577;1438636,254;1840,671069;208156,0296;478323,3101;607049,4499;1449418,853;369861,6761;838888,7127;2867071,697;1950897,983;156399,6669;234399,8173
154;43,1;10,35;20049,74508;5063,20849;5534,480213;3276,147607;6094,043642;50971,89069;58039,66664;3739,055053;14802,43037;6721,529862;9746,427507;4358,185303;3848,068179;11053,62026;8409,506087;590,7427114;64288,27155;78406,42337;9355,989194;15161,7006;24580,71102;41389,73498;329816,3512;36724,81012;39348,4934;403453,6435;167606,3656;478,8926529;1910,668744;15729,14479;34107,02992;114163,6271;21472,1066;61281,73627;1360660,447;555159,1949;10775,64885;12014,37128
155;43,1;10,79;1292029,483;1747144,352;189642,1377;994241,4633;209303,1967;1782398,961;1420037,587;769987,618;318947,411;0;1637458,369;702558,2908;84320,40754;245579,1923;1113669,242;1523352,071;131398,7031;779448,8194;566372,0951;1924750,486;488185,8469;669064,9474;1127961,673;5859968,278;4508435,759;2,68E+07;7412852,992;1147,482884;198605,7046;440907,8381;752297,8362;1353488,275;687516,951;1507638,526;9595381,744;2579353,117;230689,2489;250200,4375
156;43,1;11,34;123417,3479;121572,0185;105990,0698;52831,91644;137361,5992;206310,893;167513,9411;37685,76619;116394,0277;62601,23477;180378,4811;35797,44366;148672,6126;268490,7205;133358,824;85441,35663;147271,8034;36986,32221;487427,4677;93173,19652;391304,0758;539005,7573;76123,71212;613728,9301;471390,0654;2844028,181;823692,6237;1877,630315;135339,5412;339302,3863;488786,2068;931292,7583;418810,7248;752552,0275;2417676,569;1127519,655;211128,3423;203774,961
157;85,1;14,62;273,577839;7956,910436;15469,58762;2207,603387;130,3632503;1406,38201;27709,92168;124,2117918;2291,761286;1655,661435;208,2590628;2235,636036;61,70506933;738,6432523;85,66848766;196,7298149;1198,727866;39427,71856;323,6837179;78,16670216;61822,45412;97133,08267;874,4253578;57081,65233;94412,22758;810687,7969;193422,66;248,3005613;524,1147463;37514,1544;70963,44774;155559,86;67135,11625;152752,1918;1,21E+07;3457,094596;170,9405487;1099,049117
158;91,1;15,58;3179,420203;2596,453587;14596,54611;27082,40662;2648,699396;189904,6812;63269,02761;4087,978103;24316,86612;14200,89142;29337,17412;9975,293341;8311,260626;15530,13321;13590,57547;3646,069633;50531,74048;5729,568711;63023,83812;220284,1172;148648,3243;212906,4363;362457,3818;388758,9911;312553,0751;1342906,841;795251,5027;438,8059143;2642,483681;13146,33654;46612,79639;96970,62993;215749,15;463211,6462;2,83E+07;435072,6403;6288,718344;5564,055244
160;69,1;16,08;144005,4689;157952,0053;177068,1137;113309,1753;246584,5208;216629,8652;176126,1931;99180,52767;258724,4419;132180,2595;197443,9427;119594,7883;166129,1579;264278,0228;132172,937;121371,3068;219941,6751;96967,73463;473728,6323;137221,4807;439373,9134;554462,8464;150224,8129;690927,2891;578165,4439;9749367,403;745037,8362;7645,828634;111632,7508;478655,0539;626517,3179;1581556,328;382516,4025;1072077,606;2817501,91;2894774,058;232795,9419;318501,1578
163;122,1;18,55;0;46,91578534;0;0;0;2001313,489;247637,7377;0;0;25738,97239;1593,875071;0;126978,8071;1509,961665;19682,35874;136,2194201;215,8145067;0;0;121,1061277;0;0;0;91,90366216;822129,9089;8300,731347;0;0;7,046911869;0;658,9664561;3927659,152;0;106331,5728;1,90E+07;9878385,292;0;0
164;43,1;19,17;189195,8443;104681,9998;177879,5416;154447,7875;134024,5935;141795,5797;264322,9278;156357,9392;366366,7701;229816,5821;204813,8991;111462,3052;172972,2498;208888,3863;141673,2486;56236,97339;80812,73791;15265,93642;443889,8845;36281,45549;653287,6705;935894,3311;136591,5711;284505,9101;508161,3839;675656,4838;918856,6381;2191,000355;46394,66634;205251,3974;795969,5552;900609,3513;692512,6355;2116390,684;4221822,174;2523954,914;133795,6122;180179,8212
165;45;20,2;58178,8587;34609,61164;55037,40481;49400,67262;103647,6607;78049,2991;125624,3641;43283,15168;119719,3677;82961,22528;168845,7458;68764,30021;124209,5268;273701,8124;74018,09784;109984,8309;47112,35001;93250,86489;271765,7892;51653,06306;445621,2366;407784,2694;75779,06384;517047,8813;273918,1473;3205194,601;857250,8292;855,4453728;45035,78485;72313,44125;363159,7721;453050,2679;164414,872;821625,8363;1738019,36;2272770,621;29099,96353;43694,51043
169;43,1;22,86;43001,45867;11133,46811;32925,2821;36435,12727;62753,19023;92969,29031;103307,257;48552,42001;104136,7847;175787,2381;111739,4853;53692,67989;134876,7774;172155,1105;84471,58559;35991,57508;94501,74566;75204,83826;384082,5699;369059,0908;432538,1344;736583,9631;616932,8956;864222,5568;989318,2935;1580658,937;6347102,764;5919,488519;8909,259224;45986,33142;116547,9837;247724,8298;195502,9557;462807,7891;5792436,775;467786,4829;57873,92032;52043,43749
171;44;24,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,86E+07;0;0;0;0;0;0;9,38E+07;2,44E+07;0;0;0;0;0;0;0;1867586,897;0;0;0
177;60;18,12;4639,327402;792,3491384;2860,871696;4047,577492;11630,86538;13345,95976;10735,98119;1341,923258;14618,24206;8458,683959;6106,42073;5461,827095;6353,223242;14556,07761;6207,774222;760,3183822;3941,274415;2037,748584;36694,91749;490456,8637;18557,29826;358170,5808;21111,0949;7856977,605;4693596,897;0;1,34E+07;135,4952915;491,9811321;5930,538744;13141,98123;31257,91222;5380,553673;40782,05218;85302,16002;14714,19184;9124,412904;10046,6298
178;74;21,38;2875,427077;616,7930404;2647,177246;4432,377307;2796,389031;1956,297709;4414,337845;2908,200028;4768,475596;2581,811506;4628,620779;1920,271711;1997,75657;3786,812537;2317,30182;890,8439124;1579,987397;5333,334938;39593,51264;5643256,72;709174,1098;84946,7678;2524,388675;5428362,976;1,66E+07;1,04E+07;2,82E+07;1086,222716;727,1888187;1825,196422;4603,629376;5028,104373;11246,75524;19999,13992;13617,14501;4566,818905;3093,025526;3308,033908
180;73;18,12;30825,14214;20090,25957;42122,37076;8009,107468;56568,64887;9674,022106;52553,25503;7572,534225;64376,43941;37103,97278;69236,67868;28557,11859;29770,30055;62529,01732;42839,98342;9317,653825;40892,56263;11986,20597;91070,06727;204004,8041;93340,09504;613970,1303;22649,06535;6766085,2;5236156,91;0;1,32E+07;1530,389116;18999,05572;62698,14321;84493,87549;153736,6431;37929,40799;108801,9651;386990,3195;914231,2101;45161,74285;50720,64582
182;93,1;20,27;10803,48776;3686,114248;16049,32821;29048,24338;31736,21004;14353,56288;30859,33968;10760,93266;48047,27035;7488,839431;189042,5566;20234,92541;47742,92471;100923,0515;24605,07261;119173,1922;14946,14252;22810,05636;915275,9673;28804,61475;148336,3664;406560,1558;169165,6337;1285844,05;7540862,716;2646890,391;128425,088;1573,55823;2771,163894;12602,53765;67598,60076;138553,1555;106797,714;209908,8679;321903,3516;190099,2716;14112,90038;16479,89984
183;55,1;22,28;36359,93641;5324,974042;69015,68777;139989,1905;77588,62035;230916,5139;71157,78003;48188,52093;134642,1629;26396,75857;603441,1849;263476,1758;160829,341;318815,6062;210882,0437;67472,19404;189196,2841;337309,3369;1618632,277;885985,4781;909751,4683;3239211,546;1490064,062;2617673,631;4624751,759;8916503,603;2273023,45;12356,58004;6781,960246;59913,61995;152738,5807;277423,2466;410780,6079;1016055,224;734867,69;216176,6172;44574,65463;49881,34918
185;43,1;4,63;3,40E+08;3,22E+08;2,29E+08;2,76E+08;2,81E+08;2,18E+08;3,04E+08;3,19E+08;1,67E+08;2,66E+08;3,68E+08;2,34E+08;2,39E+08;8,27E+07;1,63E+08;2,01E+08;1,54E+08;2,27E+08;2,02E+08;0,00E+00;3,24E+08;2,04E+08;3,44E+08;4,86E+08;1,22E+08;1,99E+08;1,74E+08;0;0,00E+00;4,26E+08;4,30E+08;4,74E+08;5,16E+08;1,90E+08;5,78E+09;1,36E+08;2,89E+08;3,14E+08
186;109,1;14,68;89452,95695;154385,3306;150217,7436;51735,8374;164825,4393;148596,9519;85378,87185;47675,24556;148874,2497;69322,67305;122986,123;109032,9245;73910,32134;234827,5064;130900,8704;317150,0092;251161,2532;88118,24931;259621,5654;323416,9542;349644,5113;416193,5791;38982,7552;821943,1223;533662,139;7413751,986;759338,3068;51,88951085;202201,7747;447324,8367;547281,4553;1260987,024;229923,312;719856,583;2090021,319;1310758,774;141664,3447;251948,5451
187;57,1;16,74;83229,88305;33970,26899;38277,97801;115460,7936;164658,465;59253,38125;122364,2626;56845,27944;236412,5751;97371,46127;171903,8921;52227,30081;93556,97758;172698,9221;86226,36748;29099,84966;105350,0086;55840,50496;227820,5475;24924,43402;468032,3648;686771,5471;168320,3395;285051,0782;350975,3611;2343576,958;1,24E+07;1893,3434;18434,75324;178245,8256;310487,6993;821009,6643;1722393,879;1233069,74;1071617,185;1,39E+07;156182,5511;167056,6774
188;57,1;17,44;52096,59582;34505,05811;27335,39902;19989,14844;101705,9515;103593,8792;42016,43002;20697,85123;67819,02764;37835,49241;77147,89389;24208,23781;33985,59779;64109,22062;20311,3192;29142,23857;41718,71032;12857,10936;148365,5094;17188,90815;167445,0048;440724,4698;392858,6062;692034,6605;286806,6555;1816878,627;7,23E+07;2768,326808;15695,11741;150465,4736;357881,4931;604997,4674;7478673,144;504732,6519;987712,1119;6,82E+07;89935,1271;140281,9179
189;57,1;18,14;30127,77107;9687,779639;24145,59067;27010,40069;67378,96925;91254,56834;61707,44932;8570,841564;78882,47251;45632,12743;71982,8793;34063,86863;36412,80611;82428,26492;37754,09194;4976,651654;32073,48818;13281,61996;97799,96908;18567,42451;97882,28283;327745,4444;28982,38994;1640338,461;2285655,172;2785752,825;2,59E+07;2473,363121;5800,118241;51661,92728;93288,37861;213565,6424;1429710,019;254935,6741;430377,1662;1,18E+07;53458,12071;64946,67161
190;78;18,52;4454,658516;4370,248191;4887,359712;3834,598799;10440,92375;2210639,12;96744,86044;1935,583189;11545,09924;41097,22891;13373,2577;4534,056677;149390,6443;2763,863769;29985,15587;2647,119148;2082,159566;3009,483243;8913,994159;4697,927797;5289,457377;14889,52314;0;7781,93672;767185,7746;50472,1426;0,00E+00;1949,978848;547,8609063;10066,60109;3288,27892;4100998,115;0;122198,8216;1,90E+07;7907888,019;9461,181398;8380,336798
192;55,1;22,73;388421,4216;140704,5385;278938,467;315689,8505;645915,2607;560094,8577;569127,9671;378422,63;792108,1842;546220,0483;524207,361;373868,8175;413116,4656;1020604,389;430001,9799;159940,0413;371431,3669;273504,9748;1,97E+07;2,27E+07;1,23E+07;3,20E+07;1,63E+07;7,66E+07;7,06E+07;1,07E+08;1,06E+08;7656,075744;111395,6295;629149,5894;1409961,162;2782812,212;741432,3909;2760833,703;5878001,753;3973423,8;423539,7589;572131,027
193;41;7,36;881339,3223;794630,8286;842791,7909;738289,1962;903016,0254;958377,0686;1053212,933;539600,447;1061004,038;745142,4996;921078,6252;745872,7474;706475,2514;1026514,714;765872,9528;649791,8121;962703,0844;667390,5757;1233955,271;380117,2871;1636531,745;1982822,918;576164,5623;2696557,481;1642930,392;7612989,982;2773377,474;1107045,479;480172,6953;1600145,636;2099121,708;5703201,693;1561218,988;2596240,029;3,78E+07;2,56E+07;904347,718;1136850,875
194;70,1;8,17;156361,0286;306699,8208;257505,7388;104629,8676;274347,0878;214582,2692;196112,0906;65314,91537;274028,2528;72093,13198;208205,2677;77888,83736;114308,7792;301057,0815;147986,2681;281892,7831;377892,9599;84891,58057;430446,043;314325,6002;608533,152;711325,5403;1946758,788;1594914,058;861962,5983;1,05E+07;1265497,907;84424,3762;315288,8864;834149,5674;939604,4944;2747827,545;388255,2373;1221146,271;2605151,66;2291362,15;191613,0574;381479,1458
195;43,1;9,14;1268267,15;957044,9267;1318817,424;1049348,954;1800183,852;1067401,941;916878,1403;977514,2991;1236684,22;1067196,887;2201402,28;1378060,703;2236741,723;3357103,037;1840134,994;1365915,222;4373660,829;4839937,616;2964637,91;2156306,398;3687809,33;4391582,267;1847211,177;5160915,567;4714378,579;1,98E+07;5803676,035;298389,5002;701507,2816;2920133,088;2821408,896;6537338,933;2574495,451;3862178,218;9795719,032;8034392,026;1599927,001;1560958,462
197;44;9,72;254801,3421;382261,4859;416458,3341;147393,0999;260544,5386;427968,1299;255451,3721;87097,02798;334121,2691;192398,7861;294419,155;84038,33862;161732,2523;334213,6961;140480,9783;255875,5905;492819,548;157150,1429;732985,9134;360191,8995;693621,3378;701293,3743;390408,7602;1078955,095;744177,7318;2603290,574;885924,2505;10756,41662;476943,4151;683416,1007;845117,0659;1184400,427;626258,307;1119809,302;2352545,271;1440935,721;202433,432;267079,8032
198;97,1;10,1;0;591,4710448;0;0;0;11766,72945;0;0;0;0;0;0;0;0;0;0;0;0;0;10337,24826;0;0;0;0;0;6805187,695;0;0;208185,8906;0;0;0;0;0;0;0;0;0
199;93,1;10,58;871,5283129;397,6212662;5421,90161;8857,817993;504,3071556;4761,132435;5381,133073;9015,555193;1424,548311;117974,3423;880977,7286;418793,9636;1524983,177;2325097,293;901937,9093;219222,1613;5064347,513;8764606,313;5,34E+08;8,51E+07;5,63E+07;1,62E+08;3,13E+08;9,69E+08;3,57E+07;1,05E+09;5,17E+08;446,6504226;3,121357599;496,3645201;12784,76628;839,4888657;6502,641533;6657,096677;65170,48069;33489,4889;652,4861237;213,209726
200;57,1;10,96;367331,7552;500116,2383;410417,9569;303396,8751;536253,6151;464000,3159;464492,3191;283842,8632;537175,6113;234586,5276;548902,7291;284297,9725;309930,0138;510055,0365;277568,6725;340709,8837;476944,8091;211167,6385;981607,0096;485655,9853;941562,0063;1147540,759;372089,4458;1735141,551;1272816,64;1,18E+07;1877531,474;214,321732;647471,3069;1197908,958;1879651,231;2982956,519;1077744,64;2083041,894;5593931,426;3484138,901;495376,5037;635546,3694
201;109;11,6;31634,5068;18670,79562;82166,10912;36168,17322;50406,82915;1288066,272;86941,47455;244762,8471;42045,32431;209208,9729;134544,956;142445,7598;63205,90315;280136,7017;150847,2108;42540,08383;368716,0434;280207,6583;1,68E+08;1455733,919;1292136,242;838866,4282;9565640,533;3,27E+08;1147600,768;3,78E+08;4,13E+07;0;46146,0724;215038,7666;327114,2436;167084,244;14678,77739;56575,39763;402751,7159;2200906,238;0;0
202;57,1;11,93;478070,1939;679654,7017;779126,4382;401554,5401;838970,3949;720296,8925;603066,9881;347232,7261;794625,7373;1104930,358;6818928,21;1041979,124;2781964,57;2002415,446;1137396,962;1052624,237;1655817,626;858017,7992;1543929,532;812677,8307;1778822,546;2180310,122;430891,5998;5293123,179;2338432,07;1,32E+07;3539360,896;9204,578378;712392,9072;1636017,627;1951675,192;4788251,676;1225782,562;2517755,775;7077914,366;6683957,477;569984,4548;858519,0609
203;120,1;14,2;6652,486326;1978,57426;4969,73815;2660,692085;7384,446158;138845,562;3913,072276;6086,398382;246995,656;602910,3915;18916,25738;584393,3602;100886,9293;6086193,151;5055311,738;10082,7625;2496996,156;60731,38146;578627,6571;5198,983975;22569,31182;37125,64833;259711,1336;1608993,654;454220,9857;4876746,044;639388,0752;39,4841228;1849,662891;9718,232487;266402,2238;405178,5994;5925,438254;20525,92979;284676,1137;116711,7166;2450,058937;2697,466888
204;41;15,57;7676,97326;9377,113457;71288,24933;97746,58925;24926,83354;590168,5156;155436,9238;13864,62358;116180,9034;48300,17997;107309,8804;33629,98661;17104,44459;55043,77735;40546,62462;15332,72496;135562,875;17743,42762;235565,4158;2575053,9;618998,2837;921120,5017;2363645,642;3356759,658;1555320,778;4832222,448;7735117,14;1374,706908;22645,81339;66423,68362;187249,0647;434853,5935;781257,6783;1929410,006;8974914,497;830436,2728;24428,91501;10000,69221
205;110,1;16,08;14621,08057;9424,351502;11643,55326;12047,18745;21292,34504;21536,36001;25829,85909;11809,91251;32630,96205;15597,5947;22740,53446;10708,01674;7753,056952;33936,24004;17314,63309;7082,167139;19426,77245;8434,274602;0;4709,138229;43965,95284;49007,09114;0;36220,92325;47623,6715;9964778,46;50197,24085;563,9392298;2840,8098;26719,77705;67918,4747;208928,7655;38985,4062;177122,9566;369430,5036;218681,6711;19323,79543;23877,68675
